ID,FORM,XPOSTAG
27,ni2,N
27,guru3,V
27,{d}a-nun-na-ke4-ne-me-en,NE
28,nir-gal2,AJ
28,{gisz}tukul-a,N
28,lipisz,N
28,me3-a,N
29,{gisz}ha-szu-ur2,N
29,nam-me,V
29,{gisz}gisznimbar,N
29,nam-me,V
30,{d}ezina2-ra,NE
30,dub3,N
30,ki-a,N
30,he2-en-de3-za-za,V
31,na4,N
31,galam-e,V
31,MASZ-MASZ,NU
31,gig4,N
31,X,O
32,ganba-zu2,N
32,e-da-da-be,V
32,e,N
32,sza3-a-sza3-a-ma-an-ne,V
32,...,O
33,ga2-gisz-szu2-a,NE
33,nam-erim3-na-sze3,N
33,sag-e-esz,N
33,ga-na-rig7,V
34,gal5-la2-e-ne,N
34,igi,N
34,ba-ni-in-du8-usz-am3,V
35,ug3,N
35,sag,N
35,gig2,V
35,lu-lu-a-ba,V
35,gisz-hasz-e,N
35,ak-de3,V
36,munus-e,N
36,gisz,N
36,szu-na,N
36,a,N
36,li-bi2-in-dug4,V
36,giri3-ni-ta,N
36,bi2-in-dug4,V
37,{gisz}gu-za,N
37,me,N
37,ur4-ur4,V
37,barag,N
37,sag,N
37,il2,V
37,X,O
37,...,O
38,X,O
38,{d}inana,NE
38,an-na-ke4,N
38,hi-li-a,N
38,hu-mu-ri-in-sza4,V
39,szu,N
39,sag9,V
39,szu,N
39,tam-tam-ma-ga2,V
40,nin9-gu10,N
40,sag,N
40,u2-a,N
40,ga-an-szub,V
40,ki-gu10,N
40,na-ab-pad3-de3,V
41,e-me-du,N
41,di-ik-ki-nam,DET
41,mi-in-na,V
41,na-ar-ra,DET
41,a-ba,DET
41,ma{}-an-szu,V
41,...,O
42,a,N
42,suhur,N
42,ab-ba,N
42,abrig,N
42,UR3-ra,O
43,i3,N
43,li,AJ
43,nig2,N
43,szag4-ga,N
43,nu-da13-da13,V
44,gal-gal-bi,V
44,na4,N
44,gi,N
44,gu4-ud-da-kam,V
45,e2,N
45,kur,N
45,e2-esz2,N
45,ki-tusz,N
45,ki,N
45,ag2-ga2-ni,V
45,ni2,N
45,me-lem4,N
45,szum2-ma,V
46,X,O
46,X,O
46,...,O
46,AN,O
46,en{},N
46,HAR{}-ra-me-en,O
47,dim3-ma-gin7,V
47,kur-ra,N
48,tur-ra-gu10-ne,V
48,e2-dub-ba-a-a-am3,N
49,ka5-a,N
49,kun-bi,N
49,dugud-dam,V
49,X,O
49,X,O
49,ur3,N
49,la2-a,V
50,gu2-da,N
50,mu-ni-in-la2,V
51,aga,N
51,gen6-na,V
51,ti-il5-la,V
51,mu-ra-ni-in-zal,V
52,usz2,N
52,lugud-e,N
52,szu,N
52,im-szu2-ur-szu2-ur-re,V
53,3-am3,NU
53,hu-mu-ra-ab-gur10-gur10-re,V
54,szag4-la2,N
54,sug4,V
54,igi,N
54,du8-a,V
54,gal2,V
54,A{},O
54,...,O
55,lu2,N
55,{gisz}tukul-la,N
55,in-na,DET
55,ba-szub-e,V
56,nitah,N
56,sag-dili,N
56,...,O
56,ge26-e-gin7,DET
56,ak,V
56,50-am3,NU
56,a2-gu10-sze3,N
56,hu-mu-un-ak,V
57,nin,N
57,munus,N
57,szul,N
57,a2,N
57,mah,V
57,{d}en-lil2-la2-me-en,NE
58,gu,N
58,ba-bulug3,V
58,gu,N
58,ba-sukux(SUKUD)-ra2-ta,V
59,...,O
59,lugal-ga2,N
59,ba-e-ni-...,O
60,erin2,N
60,gal-gu10,V
60,sig-ta,V
60,igi-nim-sze3,N
60,ab-ta,N
60,kur,N
60,{gisz}erin-sze3,N
61,musz,N
61,gar3,N
61,gesztin-na-gin7,N
61,murgu-na,N
61,im-ta-du-du,V
61,szu,N
61,im-ta-du7-du7,V
62,{gisz}tukul,N
62,sag3-ga,V
62,{gisz}tukul,N
62,nu-sag3-ga-ba,V
63,nig2-NE-erin,N
63,sag-DU,N
64,nemurx(PIRIJ.TUR),N
64,hur-sag-ga2,N
64,har-ra-an,N
64,ku4-ku4,V
65,za-gin3,N
65,duru5,V
65,kur,N
65,szubax(MUSZ)-ta,AJ
65,gi-dirig,N
65,igi,N
65,sag-ga2,V
65,la2,V
66,eme,N
66,munus-a,N
66,ka-ba,N
66,ha-ba-e-ni-gar,V
67,lu2,N
67,hul-gal2-e,AJ
67,szu-na,N
67,ba-e-ni-in-ku4-ku4,V
68,mu,N
68,ni2-ga2,DET
68,nu-mu-na-ab-ze2-ge26,V
69,en3,N
69,tar-zu,V
69,nam-szul-la,N
69,dirig,V
69,ur-sag,N
69,{d}nin-urta,NE
70,nam,N
70,an-gub-bu,V
70,...,O
71,gi16-sa,N
71,szu,N
71,du7-a,V
71,har,N
71,kug-sig17,N
71,ma2-gur8,N
71,BI,O
71,X,O
71,sig7-ga,V
72,KA,O
72,kug,AJ
72,KA-zu,O
72,sikil,V
72,KA,O
72,KAxX,O
72,nam,N
72,X,O
72,...,O
73,HA{},O
73,NU{},O
73,mu-un-zu-ub3,V
73,bur,N
73,SUM,O
73,MA,O
73,ba-zu-ub3,V
74,nu11-gin7,N
74,an-ta,N
74,kar2-ra-na,V
74,kug,AJ
74,{d}inana,NE
74,igi,N
74,gal2-la-bi,V
75,ud5-de3,N
75,ur-bar-ra-be2-ne,N
75,bi2-in-us2-us2,V
76,...,O
76,KU{},O
76,...-esz,O
77,sze,N
77,{sa}al-kad5-e,N
77,u3-mu-ni-in-si-si,V
78,3-kam-ma,NU
78,musz,N
78,uszum-gal,N
78,musz,N
78,...,O
78,X,O
78,RU,O
79,...,O
79,{d}en-lil2-la2-ra,NE
79,KA,O
79,...,O
79,dug4-ga-ni{},V
79,...,O
80,{gisz}ig,N
80,abul-la-ka,N
80,sila-ba,N
80,bi2-in-gub,V
81,...,O
81,X,O
81,X-al-e-de3,O
81,ba-gen,V
82,nam-til3-zu,N
82,{d}marduk,NE
82,he2-eb2-be2,V
83,emeda(UM.ME)-ga-la2,N
83,szu,N
83,gid2,V
83,dumu,N
83,szagina-ke4-ne,N
83,emeda(UM.ME)-ga-la2,N
83,dumu,N
83,szagina-ke4-ne,N
84,ga-sza-an-na-gu10,NE
85,kur,N
85,sag-ki-za,N
85,ba-e-de3-gid2-da,V
85,...,O
86,{gisz}sag-kul-zu,N
86,gaba-szu-gar,N
86,nu-tuku,V
87,{d}utu,NE
87,ka-ga2,N
87,inim,N
87,ba-ni-in-gal2,V
88,inim,N
88,sag9-ga,V
88,{d}en-lil2,NE
88,{d}nin-lil2-la2,NE
88,ga2-a-ar,DET
88,hu-mu-na-ag2,V
89,ug3-il2,N
89,du8-a,V
89,arad,N
89,3(ESZ5)-am3,NU
90,dub3-sa-gu10-ne-me-en,N
90,dam,N
90,ba-an-tuku-tuku-me-esz,V
91,ki-en-gi,NE
91,ki-uri,NE
91,ug3,N
91,sag,N
91,gig2-ga,V
92,ga2-bur-ra,NE
92,tur3,N
92,kug,AJ
92,ab2,N
92,{u2}munzer,N
92,nigin2-na,V
93,...,O
93,ab-kud-de3,V
94,sipad,N
94,zid,AJ
94,nig2-si-sa2-da,N
94,hul2-la,V
95,si,N
95,sa2,V
95,gu2,N
95,tu-lu,V
95,gu2,N
95,TAG,O
95,mu-ra-ga2-ga2,V
96,en-he2-du7-an-na-me-en,NE
96,zirru,N
97,si,N
97,sa2-sa2-ab,V
98,{d}nanna,NE
98,si-un-na,N
98,ba-da-...,O
99,mar-tu,NE
99,e2,N
99,nu-zu,V
99,iri{ki},N
99,nu-zu,V
100,e2-kur-ra,NE
100,a2-bi,N
100,ha-ma-an-pad3-pad3,V
101,sze-gin7,N
101,sahar,N
101,sis-a,V
101,nam-ba-da-gu7-e,V
102,szag4,N
102,{d}inana,NE
102,ki-bi,N
102,ba-ab-gi4,V
103,{d}nin-mah{},NE
103,kig2-ga2-zu,N
103,he2-bi2-la2-la2,V
103,szu,N
103,nu-du7,V
103,ma-dab5,V
103,a-ba-am3,DET
103,sag,N
103,mu-un-ga2-ga2,V
104,kig2-gi4-a,N
104,en,N
104,aratta{ki}-ke4,NE
105,HI,O
105,IM,O
105,KAR,O
105,X-RI-RI-ne,O
105,...,O
106,nig2{},N
106,X,O
106,X,O
106,X,O
106,X,O
106,X,O
106,X,O
106,X,O
106,X,O
106,X,O
106,DU,O
106,a2{},N
106,tur{},V
107,{d}en-ki,NE
107,{d}suen-gin7,NE
107,in-ga-dim2,V
108,{d}gilgamesz3,NE
108,{ansze}ni-is-ku,N
108,...,O
109,{u2}KI.KAL-zu,N
109,ur-sag-e-ne,N
109,tesz2-ba,N
109,du7-du7-me-en,V
110,szul,N
110,nun-sze3,N
110,il2-la,V
110,{d}i-bi-{d}suen-gu10,NE
111,X,O
111,ki{},N
111,nun{},N
111,...,O
112,{d}a-nun-na-ke4-ne,NE
112,szag4-zu-a,N
112,nam,N
112,he2-em-da-ab-tar-re-ne,V
113,nun-zu,N
113,nun,N
113,giri17-zal,N
113,kug,AJ
113,X,O
113,X,O
113,X,O
113,X,O
114,kur-kur,N
114,ug3,N
114,lu-a,V
114,digir-re-ne-er,N
115,am-e,N
115,u3-na-gin7{},N
115,SI{},O
115,...,O
116,u3-ma,N
116,gub-ba-gu10-u3,V
116,sa2,V
116,bi2-dug4,V
116,inim,N
116,mu-dug4-ga,V
116,im-ma-ni-gar,V
117,muszen,N
117,dal-la-gin7,V
117,a2-bi,N
117,im-sud,V
118,{gisz}gu-za-zu,N
118,...-me-en,O
119,TI,O
119,dug4,V
119,X,O
119,X,O
119,HI,O
119,X,O
119,...,O
120,tug2-gum-ma,N
120,a2-za,N
120,i-ib2-du3,V
121,X,O
121,X,O
121,zag-sze3,N
121,i3-kig2-e,V
121,har-ra-an,N
121,i3-zu-ne,V
122,ur5,DET
122,na-an-na,NE
122,szag4,N
122,sig-ga,V
122,kur-ra,N
122,ba-ra-an-de6,V
123,...,O
123,NUN-bi{},O
123,...,O
124,munus-bi,N
124,ud-bi,N
124,...,O
124,GA,O
124,ASZ,O
124,X,O
124,KA,O
124,szag4-ba,N
124,i-in-szub,V
124,sag-bi-isz,N
124,ba-ra-an-e3,V
125,...,O
125,inim-ma{}-bi,N
125,ma-ra-an-ga2-ga2,V
126,agarin4,N
126,na-nam,V
126,ama,N
126,sa-hi-in,N
126,na-nam,V
127,ansze,N
127,LA,O
127,gu7,V
127,ansze-da,N
127,im-...,O
128,...,O
128,JA2,O
128,...-ra-am3,O
129,a-a,N
129,gu2,N
129,X,O
129,gal-e,V
129,X-da{},O
129,BA,O
129,X-an-ur4-ur4,V
130,...,O
130,in,N
130,i3-ak,V
130,e2-gu10,N
130,na-ag2,N
130,ba-an-kud,V
131,sila,N
131,dagal,V
131,uszumgal,N
131,nu2-a-gin7,V
131,zig3-ga,V
131,mu-ni-ib-tum3-tum3,V
132,pu2-{gisz}kiri6,N
132,lal3,N
132,gesztin,N
132,ba-ra-mu-X,O
132,X,O
133,za-pa-ag2-zu-ta,N
133,e2-e,N
133,e2-gal,N
133,im-suh3-suh3,V
133,gu3,N
133,mu-e{}-szi-ib-szub-be2,V
134,til3-la,V
134,ur5,N
134,sag9-ge,V
134,nig2,N
134,gu-ul-gu-ul-lu-ga2,V
135,si,N
135,mu-e-sa2,V
135,nam-erim2,N
135,mu-e-kud,V
136,abula,N
136,kur-ra-ka,N
136,gu3,N
136,hul,V
136,ba-an-de2,V
137,lugal-gu10,N
137,nam-mah-zu,N
137,szir3-ra,N
137,ga-am3-i-i,V
138,2-kam-ma-asz,NU
138,agargara,N
138,id2-da,N
138,i-ni-in-szub-bu-usz,V
139,du5-mu-u8-ak,V
140,ge26-e{},DET
140,im-ma-zu-a,V
140,ni2,N
140,im-ma-an-zu-a,V
141,en,N
141,ul-e,N
141,gar-ra,V
141,esz-bar,N
141,me,N
141,nun-na-kam,N
142,{d}gesztin-an-na,NE
142,{d}nin{}-X-he2-nu-X-gin7,NE
142,in-ga-dim2,V
143,masz-masz-e,N
143,ab2,N
143,amar-bi-ta,N
143,a-ta,N
143,im-ta-an-e3,V
143,im-ta-an-ed3,V
144,amar,N
144,ab2-szilam-ma-gin7,N
144,gu3,N
144,nun,N
144,im-me,V
145,buru14,N
145,mah,V
145,zig3-ga,V
145,zi,N
145,kalam-ma-me-en,N
146,...,O
146,ki-ig-ga,N
146,ag2-bi,V
147,nam-aszgab,N
147,ba-e-de6,V
148,{id2}{gisz}gisal-a-gar-ra,NE
148,a-ba,DET
148,mu-un-ba-al-e,V
149,igi-zu,N
149,dug,N
149,gesztin-na-gin7,N
149,a,N
149,im-ta-suh-en,V
150,{d}am-an-ki,NE
150,mu-bi,N
150,nu-me-a,V
150,u4-gu7-gu7-nu-de2-de2,NE
150,mu-bi-im(tin),N
151,ga-sza-an-gal{}-gu10,NE
151,za-a-ra,DET
151,ga2-a,DET
151,im-mi-in-tu-ud-en,V
152,lu2-tur-gu10,N
152,gud,N
152,an-na,N
152,u2-gu7-bi,N
152,in-nu,V
152,an-ur2-ra,N
152,u2-gu7-bi-im,N
153,sag,N
153,zid,AJ
153,sag,N
153,lul-la,V
153,szu,N
153,bal,V
153,ba-ni-ib-ak,V
154,{d}a-nun-na,NE
154,du7-du7-me-esz,V
154,me-e,DET
154,sumun2-gen,N
155,lu2,N
155,u6,N
155,di,V
155,igi,N
155,nu-kusz2-u3-me-en,V
156,{d}en-ki-ke4,NE
156,{d}nin-mah-e,NE
156,kasz,N
156,im-na8-na8-ne,V
156,szag4-bi,N
156,ul,V
156,mu-un-te,V
157,{im}szu-rin-na-ta,N
157,szu-gu10,N
157,nu-ub-ta-e3,V
158,dun5,V
158,{dug}szakir3-ra,N
158,X,O
158,X-ra-zu-ne,O
159,e2,N
159,dagal-la,V
159,e2,N
159,i3-si-in{ki}-na-ka,NE
159,siki-ni,N
159,mi-ni-ib2-X,O
160,...-bi,O
160,inim,N
160,mu-un-dab5-ba-e,V
161,sukkal-a-ni,N
161,{d}isimudx(ENKUM)-e,NE
161,mu-na-ni-ib-gi4-gi4,V
162,lugal-ra,N
162,nam-til3,N
162,mi2{},N
162,X,O
162,...-me-en,O
163,IR{},O
163,X,O
163,IM{},O
163,X,O
163,X,O
163,X,O
163,X,O
163,X,O
163,X,O
163,X,O
163,ma2,N
163,he2-em-szi-ib-us2-e,V
164,en-ki-du10,NE
164,gisz,N
164,mu-na-an-kud,V
164,dumu,N
164,nu-mu-su-e,N
164,mu-un-de3-re-esz2,V
165,ama-me,N
166,gi4-in-gen,N
167,he2-am3,N
167,e2-kur-ra-kam,NE
168,X,O
168,E,O
168,X,O
168,X,O
168,X,O
168,GA,O
168,UN,O
169,ku-kur-ta,N
169,a-ab,N
169,zig3-X,V
169,e3{}-ta,V
170,za3-mi2,N
170,dug4-ga,V
170,ama,N
170,{d}nin-lil2-la2(LI)-sze3,NE
170,kur,N
170,gal,V
170,a-a,N
170,{d}en-lil2,NE
170,za3-mi2,N
171,{m}lu2-{d}nanna,NE
171,ensi2,N
171,ma-da,N
171,zi-mu-dar-ra-ke4,NE
172,suhusz,N
172,kalam-ma-ka,N
172,ki,N
172,ba-e-la2,V
173,si-si-ig,N
173,a-ga-de3{ki}-sze3,NE
173,i3-gi4-in,V
174,...,O
174,e3,V
174,gal-gal-la2-am3,V
175,gud-e,N
175,sag,N
175,il2-la,V
175,il2-la,V
175,im-ma-ab-dirig,V
176,{gisz}ilar-gin7,N
176,edin,N
176,ki,N
176,nu-zu-ga2,V
176,nam-ba-e-de3-szub-bu-de3-en,V
177,ni2-bi,N
177,ba-an-da-ab-gi4,V
178,a,N
178,zid,AJ
178,kur,N
178,gal-e,V
178,{d}nin-lil2-le,NE
178,tud-da,V
179,{udu}a-lum,N
179,u8-u3,N
180,ki,N
180,uz-ga,N
180,szu-luh-ha,N
180,gar-ra-zu,V
181,ze2,DET
181,a-ra-zu-ni,N
181,ud,N
181,he2-ma-tum2-en3,V
182,nig2-sa-ha-bi,N
182,e2,N
182,digir,N
182,gal-gal-e-ne-ka,V
182,me-te-asz,N
182,im-mi-ib-gal2,V
183,aga,N
183,men,N
183,sag-ga2,N
183,gal2-la-bi,V
183,tesz2-bi,N
183,ba-ra-an-kur2,V
184,mu-gu10,N
184,ud,N
184,ul-le2-a-asz,N
184,ga2-ga2-de3,V
184,ka-ta,N
184,nu-szub-bu-de3,V
185,u3-ru-ru-ga2,N
185,he2-em-ma-gur4-e,V
186,(X),O
186,ur-{d}namma,NE
186,X,O
186,...-ge{}-en,O
186,mu,N
186,mah-zu,V
186,he2-pad3,V
187,ib2-ta-e3,V
187,nu-silig-ge,V
188,szesz,N
188,gu5-li-ni,N
188,en,N
188,{d}gilgamesz,NE
189,an,N
189,ki-a,N
189,na,N
189,de5,V
190,gur5-ru-usz,N
190,hu-mu-bur2-bur2,V
191,...,O
191,lil2-la2,N
192,ud,N
192,nam-lu2-u18-lu,N
192,al-ku-nu,V
193,bi2-in-dug4,V
193,an,N
193,ki-a,N
193,ig,N
193,e2-an-na-ka,NE
194,ad,N
194,gi4-gi4-de3,V
194,gu3,N
194,tesz2-a,N
194,sig10-ge5-de3,V
195,in-tuku,V
195,mu-da-an-gu7,V
195,in-tuku,V
195,mu-da-an-nag,V
196,{d}isz-me-{d}da-gan,NE
196,an-sze3,N
196,tud-da,V
196,szag4-ge,N
196,pad3-da,V
197,i-bi2-gu10,N
197,e2-a,N
197,mu-ni-in-sig7-sig7-en,V
198,KA,O
198,...,O
198,X,O
198,MU,O
198,JA2,O
198,...,O
199,nir,N
199,dugud-da-zu,V
199,nu-mu-da-il2,V
199,ab-gul,V
199,dug4-ga-ab,V
200,ka,N
200,lal3-gu10,N
200,szu,N
200,uh3-a,N
200,ba-ab-dug4,V
201,tarah-masz,N
201,kur-bad3-da,N
201,a2-nun-gal2,AJ
202,{urud}a2-asz-gar,N
202,{urud}aga-silig,N
202,a2,N
202,nam-ur-sag-ni,N
202,im-ma-ni-de2-de2,V
203,nam-szita,N
203,dug4-dug4,V
203,lugal-la,N
203,...,O
204,nig2,N
204,ud-bi-ta-gin7,N
204,igi-zu-ta,N
204,im-ma-e3-e-sze,V
205,ki-nu2,N
205,u3-u8-a-u8,J
205,ba-nu2,V
205,hur,AV
205,nu-mu-e-da-an-zi-zi,V
206,kalag-ga,V
206,{d}gilgamesz2,NE
206,silim,V
206,ha-ra-an-X,O
206,X,O
207,giri3,N
207,kur-sze3,N
207,gub-ba-gu10,V
207,iri{ki}-sze3,N
207,ba-ra-gub-be2-en,V
208,lugal-e,N
208,nam-sipad-bi-sze3,N
208,mu-un-tuku,V
208,nam-nun-bi-sze3,N
208,mu-un-il2,V
209,a-ba,DET
209,za-gin7,DET
209,szag4-ta,N
209,gesztug2-ga,N
209,szu,N
209,dagal,V
209,mu-ni-in-dug4,V
210,lu2,N
210,id2-kur-ra,NE
210,id2,N
210,lu2,N
210,gu7-gu7-gu10,V
211,inim,N
211,in-ne-en-dug4-ga,V
211,szag4-ga-ne-ne-a,N
211,ba-an-szub-bu-usz,V
212,ud-ba,N
212,en,N
212,men,N
212,nam-en-na,N
212,tum2-ma,V
212,dumu,N
212,{d}en-lil2-la2-ke4,NE
213,X,O
213,{d}nin-X,NE
213,hu-mu-ni-ib-dib2-dib2-be2,V
214,X,O
214,X,O
214,(X)-ni-ta,O
214,kur,N
214,gam-e,V
215,engar,N
215,gana2,N
215,dagal-la,V
215,he2-du7-am3,N
216,{d}gilgamesz2,NE
216,X,O
216,...,O
217,...,O
217,lugal,N
217,X,O
217,X,O
217,X,O
217,...,O
218,{d}inana-ke4,NE
218,X,O
218,...,O
219,a-na-am3,DET
219,eme,N
219,X,O
219,(X)-am3,O
220,hi-li,N
220,sag-ki-na,N
220,szu,N
220,ba-ni-in-ti,V
221,ki,N
221,lu2-da,N
221,nu-u6-di,V
221,hasz4-gal-a-ni,N
221,mu-un-na-hur,V
222,X,O
222,X,O
222,ZU,O
222,nig2,N
222,sag-bi-sze3,N
222,e3-a,V
223,szesz,N
223,szesz-gu10,N
223,NU-a-bi,V
223,a-ma-i-ra-ta,V
224,ki,N
224,ab-kal,V
224,digir-ra-kam,N
224,sahar-ra-am3,N
224,bi2-ib2-szu2-szu2-un,V
225,i3-ne-esz2,AV
225,lu2-u3,N
225,lu2-ra,N
225,a-na,DET
225,na-an-dug4,V
225,lu2-u3,N
225,lu2-ra,N
225,dili,AJ
225,a-na,DET
225,na-an-tah,V
226,dun,N
226,sa5-bu8,N
226,kug,N
226,bal,V
226,kug,N
226,dirig,V
226,{d}inana,NE
226,za-a-kam,DET
227,lugal,N
227,szag4,N
227,zid-ta,AJ
227,nam,N
227,tar-ra,V
227,nam-nir-ra,N
227,sag,N
227,il2,V
228,ki-sikil,N
228,ud-da-na,N
228,til-la-gin7,V
228,im-ma-na-ta-e3,V
229,alan-gu10,N
229,gisz-dim2-ba,N
229,um-mi-dim2,V
229,u6-e,N
229,um-mi-gub,V
230,DI,O
230,JAR,O
230,kug-a,AJ
230,na-ma-an-ku4-ku4-da-ke4-esz,V
231,BIR-HAR-tur-ra,NE
231,abul-la,N
231,ba-ra-e3,V
232,gidru,N
232,kug-sig17,N
232,szu,N
232,sza-ma-ab-du8,V
233,szu,N
233,AN,O
233,...,O
233,mu-un-il2,V
233,hul,V
233,mu-ni-in-gal2,V
234,gal-an-zu,AJ
235,lum-lum,V
235,...,O
236,digir,N
236,gal-e-ne,V
236,giri17,N
236,ki-a,N
236,bi2-in-su-ub-bu-usz,V
236,szu-kin,N
236,mu-un-dab5-be2-esz,V
237,{id2}pa5-bi-luh,NE
237,a-ba-a,DET
237,mu-un-ba-al-e,V
237,id2,N
237,a-ba-a,DET
237,mu-un-ba-al-e,V
238,giri3-zu-sze3,N
238,{kusz}e-sir2,N
238,kug-ge,AJ
238,ba-ab-du7-u3,V
239,ki{}-szar2-ra,N
239,igi,N
239,bar-ra-zu-ne,V
240,ge26-e,DET
240,X,O
240,...-ga-gu10-ne,O
240,...,O
240,X,O
240,70{},NU
240,i3-dab5,V
241,...,O
241,lugal,N
241,urim2{ki}-ma,NE
241,...,O
242,ag-ga,NE
242,lugal,N
242,kisz{ki}-a,NE
242,szag4,N
242,erin2-na-ka-ni,N
242,szaga-a,V
242,ba-ni-in-ak,V
243,en3,N
243,tar-tar-ra-a-ba,V
243,lu2,N
243,na-ma-szi-in-kur9-re-en,V
244,simx(GIG)-simx(GIG)-ma,N
244,ki,N
244,ku10-ku10-ga-ba,V
244,szag4-bi,N
244,lu2,N
244,nu-zu,V
245,gud,N
245,an-na,N
245,ug5-ga,V
245,kug,AJ
245,{d}inana-ke4,NE
245,za3-mi2-zu,N
245,dug3-ga,V
246,e2-gal,N
246,ni2-bi-sze3,DET
246,gam-e-dam,V
247,ki-bi,N
247,szu,N
247,bi2-in-gi,V
248,zi,N
248,ir,V
248,ba-ni-ib2-...,V
249,X,O
249,X,O
249,(X),O
249,en-e,N
249,ama,N
249,ugu-ni,V
249,gu3,N
249,mu-na-de2,V
250,PA,O
250,LI,O
250,...,O
251,gi6,N
251,u3-na,N
251,X,O
251,...,O
252,a2,N
252,kalag-ga-ga2,V
252,e2-e,N
252,ga-mu-ni-e3,V
252,igi,N
252,hu-mu-un-de3-du8,V
253,digir,N
253,li-bi2-ib2-taka4,V
254,e2-gal-edin-na,NE
254,ki,N
254,ni2,N
254,dub2-bu-za,V
254,szu,N
255,si,N
255,ba-sa2,V
256,um-mi-a,N
256,nar,N
256,gal-gal-e-ne,V
257,{d}gibil6,NE
257,{gisz}al-a-ni,N
257,sag,N
257,an-sze3,N
257,mi-ni-il2,V
258,men{},N
258,dagal-la,V
258,sag,N
258,an-sze3,N
258,il2-il2,V
259,kaskal,N
259,lugal-gu10,N
259,erin2,N
259,zig3-ga-gu10,V
260,um-mi-a,N
260,lu2-ta,N
260,kig2-ga2-am3,N
260,a2,N
260,ag2-ga2,V
260,gisz,N
260,bi2-in-gar,V
261,ama-gu10,N
261,nig2,N
261,10-am3,NU
261,inim,N
261,he2-em-me,V
262,buru14,N
262,ezen,N
262,gal,V
262,mah,V
262,{d}en-lil2-la2-ke4,NE
262,...,O
263,{d}nin-ka-si,NE
263,tuku-tuku,V
263,ama-ra,N
263,me-te-gal2,AJ
264,...,O
264,X,O
264,ud,N
264,ul-le2-a,N
264,X,O
264,X,O
264,X,O
264,he2-ni-in-X,O
264,X,O
265,al,N
265,hu-mu-ra-ab-be2,V
266,abgal,N
266,7-e,NU
266,sig,V
266,nim-ta,N
266,szu,N
266,mu-ra-ni-in-mu2-usz,V
267,ab-sin2-na,N
267,ka-bi,N
267,nu-un-du8,V
268,an,NE
268,{d}en-lil2,NE
268,{d}en-ki,NE
268,{d}nin-hur-sag-ga2-ke4,NE
269,en3,N
269,li-bi2-in-tar-re-de3-en,V
270,gi,N
270,su-lim-ma-ka,N
270,i3-gin7,N
270,mu-ni-in-de2,V
271,lu2-IM,N
271,lu2,N
271,SU,O
271,...,O
272,BIR-HAR-tur-re,NE
272,gu3,N
272,mu-na-de2-e,V
273,ki,N
273,{d}en-lil2-le,NE
273,bi2-in-dug4-ga-sze3,V
274,nam-mah-zu,N
274,nig2,N
274,szu,N
274,nu-teg3-ge26-dam,V
274,A,O
