ID,FORM,XPOSTAG
181,{d}gu-la-ka,DN
182,nig2-dab5,N
182,aga3,N
182,lugal,N
182,ki,N
182,er3-ra-ku-ra-at,PN
183,igi,N
183,ama-mu-ma-gan,PN
184,lugal,N
184,ad-da{ki},GN
184,gara2-szum{ki},GN
185,dumu,N
185,sag-ga2-na,PN
186,4(disz),NU
186,{gesz}pesz3,N
186,sze-er-gu,N
186,ku3-bi,N
186,igi-4(disz)-gal2,NU
186,3(disz),NU
186,sze,N
187,1(u),NU
187,5(disz),NU
187,udu,N
187,u2,N
187,bar-su-ga,V
188,ama-ba-a,PN
188,gu-za-la2,N
189,dumu,N
189,u-ha-a,PN
189,szusz3,N
190,3(disz),NU
190,kuruszdax(KWU822),PN
191,in-sa6-sa6-x,PN
192,ki,N
192,{d}utu-maszkim,PN
193,dam,N
193,er3-ri-ib2,PN
194,nig2-gur11,N
194,geme2-{d}BI,PN
194,ensi2,N
194,umma,SN
195,ki,N
195,na-ni,PN
196,...,O
196,ur-{d}lugal-x,PN
197,amar-x-x,PN
197,szu,N
197,ba-ti,V
198,3(u),NU
198,5(disz),NU
198,u8,N
198,1(gesz2),NU
198,1(u),NU
198,1(disz),NU
198,udu,N
199,mu,N
199,la-bi,PN
200,ki,N
200,wa-szi-nun-na,PN
201,ki,N
201,GAN2-GAN2-mu-e3,PN
202,USZ-a-a,PN
203,a2-ba-a,RN
204,2(disz),NU
204,ma-an-ki-{d}szul-gi,PN
205,i3,N
205,e2-ga,N
206,nimgir-inim-gi-na,PN
206,szu,N
206,ba-ti,V
207,a-sza3,N
207,tuku-U-e-gar-ra,FN
208,igi-6(disz)-gal2,NU
208,1(u),NU
208,5(disz),NU
208,sze,N
208,apin-la2,N
208,...-ke4-zu,PN
208,szuku,N
208,e2-hi-li-i3-du3,PN
208,gab2-ra,N
209,giri3,N
209,ur-szem5-ku3-ga,PN
209,gu-za-la2,N
210,lugal-kul-aba4,PN
210,maszkim,N
211,ki,N
211,e2-a-i3-li2-ka,PN
212,3(disz),NU
212,gi,N
212,kid,N
212,titab2,N
213,nig2-dab5,N
213,{kusz}suhub2,N
213,szar3,V
213,ki,N
213,ur-{d}zabala3{ki},PN
214,dumu,N
214,ur-{d}sag-ku5,PN
214,szusz3,N
215,1(barig),N
215,nin-sza3-an-na-ke4-ba-du10,PN
216,igi,N
216,lugal-ad-al-ra-ni,PN
217,pesz2-tur-iri-da,PN
217,na-gada,N
218,mu-kux(DU),N
218,{d}lugal-urub{ki},DN
218,|KI.AN|{ki},SN
219,2(asz),NU
219,2(barig),N
219,en-nam-szita4-{d}szul-gi-ke4-ba-gub,PN
220,dumu,N
220,nin-ga2-ni-zi,PN
221,ki,N
221,{d}nanna-lu2-AH,PN
222,kiszib3,N
222,PI-ti-na-ri,PN
222,sukkal,N
223,dumu,N
223,{d}en-ki-an-dul3,PN
224,1(bur3),N
224,x,O
224,x,O
224,GAN2,N
224,...,O
225,ki,N
225,a-lu5-ni,PN
226,1(disz),NU
226,sila4,N
226,a-a-{d}nanna-ar-kal-la,PN
226,sukkal,N
226,Kir-ra,SN
227,lugal-zi-x-mu,PN
228,ur-{d}lugal-eden,PN
228,nu-banda3,N
229,2(barig),N
229,3(ban2),N
229,a-kiri3-zal,PN
230,lugal,N
230,sza-bar-ba-la-az{ki},GN
230,szar-ru-szar{ki},GN
231,ki,N
231,lugal-aga,PN
232,nigin9,FN
233,ki,N
233,nin-me-me-an-ki,PN
233,giri3,N
233,szu-nir-gal,PN
234,ap-ki-da,PN
235,{d}nin-e2-kisal-libir,PN
236,3(u),NU
236,la2,V
236,1(disz),NU
236,x,O
236,ku6,N
236,NIG2,N
237,nin-DUB-ma-zi,PN
238,ugula,N
238,sza3-ku3-ge,PN
239,9(bur3),N
239,2(esze3),N
239,1(iku),N
239,GAN2,N
239,a-gesztin-dab5-ba,FN
240,1(disz),NU
240,...,O
240,e2,N
240,{d}dumu-zi-kam,DN
241,ki,N
241,ur-{d}a-du10,PN
242,a-sza3,N
242,GAN2-lugal,FN
243,kiszib3,N
243,a-mi-ir-{d}szul-gi,PN
244,ki,N
244,{d}samanx(|SUD.NUN.SZE.SZE3|)-x-ba-an-zi,PN
245,nin-me-kal-la,PN
246,2(barig),N
246,szuku,N
246,diri,V
246,ma2,N
246,hun-ga2,V
246,a-ab-ba-ka,PN
247,6(asz),NU
247,gur,N
247,kiszib3,N
247,ne-be2-er-{d}szul-gi,PN
248,mu,N
248,ur-bi-x,PN
249,giri3,N
249,ur-ha-ia3,PN
250,gesz-kesz2,N
250,{d}zabala3{ki},DN
251,sagi-e-ne,PN
252,ki,N
252,ri-ha-ni-x,PN
253,2(disz),NU
253,PA-ba-lu2-ba,PN
253,dumu,N
253,pa-lagab-pa-lagab-ba,PN
254,giri3,N
254,{d}ha-la,PN
255,1(u),NU
255,6(disz),NU
255,gurusz,N
255,u4,N
255,1(disz)-sze3,NU
256,giri3,N
256,dingir-igi-sze3-du,PN
257,ku3-bi,N
257,1(u),NU
257,2(disz),NU
257,sze,N
258,3(disz),NU
258,lu2-KA-x-x,PN
259,kiszib3,N
259,sza-esz18-dar,PN
259,nu-banda3,N
259,szu-ku6,N
260,zu-szim,PN
261,ki,N
261,a-ba-an-ne2-se3-ge,PN
262,1(asz),NU
262,1(barig),N
262,bu3-bu3-bi,PN
263,dumu,N
263,la-ap-hi,PN
264,en-ni-da-a-gu-um,PN
265,giri3,N
265,2(ban2@c),PN
266,ki,N
266,geme2-{d}lamma-ba-ti,PN
267,e2-usz-bar,PN
268,{d}nisaba-zi-mu,PN
269,1(disz),NU
269,{munus}asz2-gar3,N
270,ki,N
270,ur-{d}nin-ku3-nun-na,PN
271,kiszib3,N
271,...-dam-us2,PN
272,kiszib3,N
272,ha-la-{d}lamma,PN
273,kiszib3,N
273,inim-AN-KA,PN
274,ki,N
274,szi-lu5-lu5,PN
275,1(gesz2),NU
275,sze,N
275,i3-szah2,N
275,gur,N
276,ki,N
276,a-a-ri2-mu,PN
276,dumu,N
276,{d}nun-gal-ka,PN
277,guru7,N
277,szu2-du8-du,FN
278,ki,N
278,mi-za-nim,PN
279,a-sza3,N
279,a-gur8,FN
280,1(gesz2),NU
280,gurusz,N
280,ugula,N
280,nig2-{d}sudx(|SU.KUR|)-da,PN
281,giri3,N
281,lugal-i3-bi2-la,PN
282,1/2(disz),NU
282,masz-li-lum,PN
283,giri3,N
283,iri-sze3-kusz2,PN
284,2(u),NU
284,4(asz),NU
284,1(barig),N
284,4(ban2),N
284,5(disz),NU
284,sila3,N
284,gig,N
284,gur,N
284,lugal,N
285,dumu,N
285,ugu2-du6,PN
286,ugula,N
286,{d}nirah{ir-ha}-UD-sza-DU,PN
287,lugal-u4-da,PN
287,dumu,N
287,lugal-u4-da-u2,PN
288,da-ti-esz18-dar,PN
288,szu,N
288,ba-ti,V
289,mu,N
289,ur-szu-gu-la,PN
290,1/2(disz),NU
290,i3-di3-er3,PN
291,a-ri2-bi,PN
292,kiszib3,N
292,nin-si-par4,PN
293,nam-mah-e2-ki,PN
293,sagi,N
293,maszkim,N
294,NE-NE,PN
295,giri3,N
295,ur-en-nun,PN
296,1(asz),NU
296,saga,V
296,ki-in-{d}szul-gi,PN
297,nin-zi-an-ka,PN
298,2/3(disz),NU
298,gin2,N
298,1(u),NU
298,5(disz),NU
298,sze,N
298,apin-la2,N
298,a-bi2-ba-ni,PN
298,dumu,N
298,a-a-...,PN
299,ta2-din-{d}inanna,PN
299,x-x,O
300,3(disz),NU
300,lugal-dingir-re-KA,PN
301,lugal,N
301,a-za-ru-um{ki},GN
301,usz-lu,GN
302,3(asz),NU
302,ur-dub:szen,PN
303,{d}en-lil2-i3-sa6,PN
304,szu-igi-isz-du-{d}en-ki,PN
305,ki,N
305,ul4-ul4{ki},PN
306,dumu,N
306,ur-...,PN
307,ki-la2-bi,N
307,6(disz),NU
307,1/2(disz),NU
307,ma-na,N
307,8(disz),NU
307,gin2,N
308,...,O
308,gal-zu-da-ri2,PN
309,nin-zabala{ki},PN
310,|PU3.SZA|-ha-ni,PN
310,sukkal,N
310,gaba-asz,N
311,i7,N
311,gibil,V
311,i7-KA-e3,WN
312,{d}szul-gi-a-ra-ab-kalam-ma,PN
313,x,O
313,bi2-za-za,PN
314,ur-mes-a,PN
315,kiszib3,N
315,an-ne2-kusz2,PN
316,giri3,N
316,szu-{d}iszkur,PN
317,3(iku),N
317,GAN2,N
317,4(barig),N
317,lugal-GAN2-x,PN
318,2(disz),NU
318,{gi}pisan,N
318,1(asz),NU
318,gur,N
318,gid2-bi,N
318,8(disz),NU
318,kusz3-ta,N
319,lugal,N
319,susa{ki},GN
319,isz-zu{ki},GN
320,mu,N
320,us2-sa,V
320,ba-lu-e{ki},GN
320,ba-hul,V
321,hu-la-al,PN
322,ki,N
322,har-tu,PN
323,ugula,N
323,sanga,N
323,ti(BAL)-ra-asz2,TN
324,da-ga-za-na-ar,PN
324,szu,N
324,ba-ti,V
325,ki,N
325,a-gu-a-mu,PN
326,2(disz),NU
326,ARAD2-ma-...,PN
326,dumu,N
326,ARAD2-sag-KIN,PN
327,kiszib3,N
327,sag-ku3-ga,PN
328,ur-sal-LAGAB-x,PN
328,lu2,N
328,kas4,N
329,a2-bi,N
329,2(gesz'u),NU
329,1(u),NU
329,6(disz),NU
329,2/3(disz)-kam,NU
330,{d}nin-nun-lil2,DN
331,1(disz),NU
331,gin2,N
331,ku3-babbar,N
331,e2-munus-gil-sa,PN
332,lugal-ukken-ne2,PN
333,kiszib3,N
333,dingir-gu2,PN
334,2(disz),NU
334,nin-er2-re2,PN
335,szar-ka3-li2-lugal-ri2,PN
336,7(asz),NU
336,2(barig),N
336,mu,N
336,ur-{d}nin-gubalag-ga,PN
337,lugal,N
337,ur-bi2-lum{ki}-ka,GN
337,za-ba-sza-li{ki},GN
338,{d}utu-ur-sag,PN
339,ur-{d}nin-sa-za,PN
339,sukkal,N
339,gaba-ta,N
340,er3-zu-dan,PN
341,...,O
341,1(asz),NU
341,2(ban2),N
341,5(disz),NU
341,sila3,N
341,{d}asz3-ki-la-ba,PN
342,1(ban2),N
342,5(disz),NU
342,EN,PN
343,ki,N
343,ansze-dab5,PN
344,2(gesz2),NU
344,gur,N
344,a-sza3,N
344,uku2-nu-ti,FN
345,{d}ul-ma-szi-tum,DN
346,1(disz),NU
346,ha-ta-luh-luh,PN
346,dumu,N
346,AB-a2-sun2,PN
346,i3-li2-na-pi5-isz-ti,PN
347,4(disz),NU
347,nagar-me,N
348,giri3,N
348,bi2-bi2-a,PN
348,sukkal,N
349,...,O
349,|PU3.SZA|-szu-u2-da,PN
349,dumu,N
349,|PU3.SZA|-...,PN
350,kiszib3,N
350,ur-nim,PN
351,...,O
351,5(ban2),N
351,ziz2,N
351,i3-li2-{d}lamma,PN
352,3(asz),NU
352,saga,V
352,szu-mi-in-ni,PN
353,3(disz),NU
353,i3-li2-mi-la-ad,PN
354,kiszib3,N
354,za3-sze3-la2,PN
355,ki,N
355,i7-de3-ba-du7,PN
356,mu,N
356,sze-er-ha-num2-ma,PN
356,ba-hun,V
357,1(disz),NU
357,sila4,N
357,mu-lah5,PN
357,sukkal,N
357,Kir-ra,SN
358,ur-{d}nin-gubalag,PN
359,giri3,N
359,{d}amar-suen,PN
360,mu,N
360,us2-sa,V
360,asz-gi4{ki},GN
360,ba-hul,V
361,mu,N
361,ma2,N
361,{d}inanna-ke4-ne,DN
361,ba-ab-du8,V
362,kiszib3,N
362,mu-da-ba-ni-lum,PN
363,lugal-sza3-la2,PN
363,ugula,N
363,kuruszda,N
364,1(esze3),N
364,GAN2,N
364,1(asz),NU
364,2(barig),N
364,3(ban2),N
364,ama-iri,PN
365,2(disz),NU
365,ba-zi-ki,PN
366,bala,N
366,e-te-il-{d}isz-bi-er3,PN
367,nig2-ba,N
367,lal3-ama-ra-zu,PN
368,1(gesz2),NU
368,udu,N
368,ki,N
368,ur-...-musz,PN
369,ki,N
369,lu2-{d}szul-gi-ka,PN
370,giri3,N
370,lugal-szesz-x,PN
370,lu2,N
370,kin-gi4-a,N
370,lugal,N
371,ki,N
371,ga-lu5-da,PN
372,3(disz),NU
372,geme2-{d}en-lil2,PN
373,inim-lugal,PN
374,ki,N
374,nin-an-si-kam,PN
375,2(disz),NU
375,ur-sur,PN
376,ku6-bi,N
376,3(gesz2),NU
376,1(u),NU
376,9(asz),NU
376,1(barig),N
376,4(ban2),N
376,gur,N
377,2(asz),NU
377,2(barig),N
377,en-nam-szita-{d}szul-gi,PN
378,ki,N
378,lu2-i3-sa6,PN
379,2(asz),NU
379,2(barig),N
379,nin-i3-kusz2,PN
380,1(disz),NU
380,u4-{d}szara2,PN
381,giri3,N
381,lu2-kal-la,PN
382,szu,N
382,a-al-la-ha-ru,PN
383,pi5-a-num2,PN
384,ki,N
384,ar-sza-bi2-in-num2,PN
385,a-ga-{d}en-lil2-le,PN
385,sukkal,N
386,dumu,N
386,...,O
387,ki-su7,N
387,gesz-BU-um,FN
387,gub-ba,V
388,6(disz),NU
388,gurusz,N
388,ugula,N
388,gesz-sa6,PN
389,ba-usz2,V
390,ki,N
390,ku3-{d}nanna,PN
391,sze,N
391,KU-szuku-ni-du10,FN
391,mu-kux(DU),N
392,1(disz),NU
392,dug,N
392,dida,N
392,1(ban2),N
392,zi3,N
392,lu2-e2,PN
392,lu2,N
392,kin-gi4-a,N
393,sza3,N
393,e2,N
393,esz3-ki-du10,PN
393,ra2-gaba,N
394,2(barig),N
394,3(ban2),N
394,a-iri-mu,PN
395,kiszib3,N
395,5(disz),NU
395,nigir-sa6,PN
396,PA,N
396,ur-sze-il2-la2,PN
397,ugula,N
397,tir,N
397,nin-sag-e-ki-ag2,PN
398,lu2-{d}isztaran,PN
399,mu,N
399,lu2-lu2,PN
399,en,N
399,{d}dumu-zi(MU),DN
399,ba-a-hun,V
400,he2-dab5,N
400,ki-sur-ra{ki},N
401,u4,N
401,1(u),NU
401,8(disz)-kam,NU
402,giri3,N
402,lugal-nina{ki}-sze3,PN
403,giri3,N
403,sze-ri-a,PN
404,6(disz),NU
404,udu,N
405,1(u),NU
405,sze,N
405,gur,N
406,mu,N
406,nina{ki}-ka,GN
406,ba-hul,V
407,tur-ki,PN
408,ki,N
408,nin-mu-ba-mu-ARAD2,PN
409,dumu,N
409,amar-ma-ma,PN
410,...,N
410,2(barig),N
410,3(ban2),N
410,AN-A,PN
411,4(u),NU
411,5(disz),NU
411,gurusz,N
411,u4,N
411,1(disz)-sze3,NU
411,a2,N
411,inim-{d}nin-x-x-an-ka,PN
411,sze,N
411,ba-a,V
412,2(gesz2),NU
412,5(u),NU
412,2(disz),NU
412,udu,N
413,iri-mu-ma-du10,PN
413,...,O
414,bala,N
414,i-mu-na-si,PN
415,a-sza3,N
415,{gesz}ba-bil2-la,FN
416,nin-e2-nina{ki},PN
416,lu2,N
416,kas4,N
417,3(gesz2),NU
417,3(u),NU
417,6(disz),NU
417,gurusz,N
417,u4,N
417,1(disz)-sze3,NU
418,{d}lamma-ki-ur5-sa6,PN
419,giri3-se3-ga,N
419,{gesz}kiri6,N
419,lugal-ku3-ba-gur,PN
420,x,O
420,sze,N
420,...,O
421,a-sza3,N
421,igi-{d}gesztin-an-ka,FN
422,dah-...,PN
423,u2-u2-u2,PN
424,3(disz),NU
424,sila3,N
424,kasz,N
424,2(disz),NU
424,sila3,N
424,ninda,N
424,3(disz),NU
424,gin2,N
424,szum2,N
424,3(disz),NU
424,gin2,N
424,i3,N
424,2(disz),NU
424,gin2,N
424,naga,N
425,ki,N
425,la-sza,PN
426,kiszib3,N
426,bi2-da,PN
426,nu-banda3,N
427,a-sza3,N
427,nin-nig2-erim2-ki,FN
428,bu-ri2-tum,PN
429,dumu,N
429,a-tal,PN
430,{d}nin-pa-e3,DN
431,giri3,N
431,nin-dingir-ra,PN
432,{d}mes-lam-ta-e3-a,DN
433,7(disz),NU
433,gurusz,N
433,ugula,N
433,i-sar-ru-um,PN
434,ki,N
434,gan-{d}li9-si4,PN
434,dumu,N
434,geme2-e11,PN
435,{d}ba-ba6-palil,PN
435,lu2,N
435,kin-gi4-a,N
435,lugal,N
436,ki,N
436,gi-nu-dingir,PN
437,ki,N
437,ar-wa-tum,PN
438,u4,N
438,x,O
438,nu-ub-tuku,V
439,ki,N
439,lugal-nir-gal2,PN
440,lugal-ki-ag2,PN
440,i3-dab5,V
441,ba-la,PN
441,engar,N
442,1(u),NU
442,1(barig),N
442,kiszib3,N
442,lugal-mudra5,PN
443,1(disz),NU
443,sila4,N
443,AN,O
443,...-x,O
444,i-di3-li2-{d}iszkur,PN
444,dumu,N
444,i-di3-na-bu-um,PN
445,2(u),NU
445,2/3(disz),NU
445,ma-na,N
445,siki-kur-ra,N
445,tug2,N
445,nig2-lam2,N
445,3(disz)-kam,NU
445,us2,V
446,lugal,N
