ID,FORM,XPOSTAG
49,me-e,O
49,ga-gen{},O
49,abzu-sze3,O
49,uru2-ze2-eb-sze3,SN
49,da-ab-gen,O
50,szu,O
50,nu-teg3-ge26-me-en,O
51,barag,O
51,kug-e,O
51,mi-ni-ib-si-in,O
51,ama,O
51,{d}nin-lil2,DN
51,X,O
51,X,O
51,nam-he2-a,O
51,ru-a,O
52,izi-gar,O
52,me3,O
52,7-me-esz,O
52,nu-ga-mu-rib-ba-me-esz,O
52,nu-gu2-mur-rib-ba-me-esz,O
52,ni2,O
52,gu3-mur-ri-be2-me-esz,O
53,inim,O
53,szudu3-de3-gu10,O
53,he2-gal2-la-am3,O
54,an,O
54,sag,O
54,NIJIN,O
54,mu-un-dim2-dim2,O
54,EN,O
54,...,O
55,gu3,O
55,zid,O
55,de2-a,O
55,kalam-ma,O
55,il2-la-zu,O
56,ki-tusz,O
56,gal,O
56,...,O
56,szag4{},O
56,hul{},O
56,ba-an-na-te,O
57,nin,O
57,sag9-ga-na,O
57,husz-bi,O
57,gal-bi,O
57,...,O
57,nam-digir,O
57,gal,O
57,mah-a,O
57,sag,O
57,il2,O
58,15,O
58,e2,O
58,{d}nin-urta,DN
58,nibru{ki}-a,SN
59,bal,O
59,gub-ba-gu10,O
59,bi2-silim-ma-am3,O
60,id2,O
60,a-ba,O
60,mu-ne-ba-e,O
60,szu,O
60,nu-um-ma-gid2-de3,O
61,ka-ta,O
61,...,O
61,ka-ta,O
61,DU,O
61,...,O
62,{d}en-lil2-le,DN
62,sag9-sag9-ga,O
62,ba-ra-mu-da-ab-dug4,O
63,kur,O
63,me,O
63,sikil-la-ka,O
63,szu,O
63,li-bi2-in-dag,O
63,li-bi2-in-kal,O
63,szeg12,O
63,kul-aba4{ki}-a-ke4,SN
63,la-ba-an-KA,O
64,tug2-me-en-ze2-er-sze3,O
64,ba-X-da-bir7-ra,O
65,gal5-la2,O
65,tur,O
65,ka,O
65,ba-a-szi-ba9-re6,O
65,gal5-la2,O
65,gu-la-ra,O
65,gu3,O
65,mu-na-de2-e,O
66,esz3,O
66,bar-zu,O
66,an,O
66,sig7-ga,O
66,igi,O
66,e3-zu,O
66,ug3,O
66,szar2-ra,O
67,...,O
67,X,O
67,gul-gin7,O
67,JAR,O
67,X,O
67,X,O
67,X,O
67,LAGAB,O
67,X,O
67,...,O
67,X-ga2,O
67,mu-ni-ib2-gul-gul-e,O
68,ki-sikil-bi,O
68,ama5-na,O
68,gisz,O
68,hul,O
68,he2-en-da-ab-ra,O
69,{d}en-lil2-le,DN
69,nam,O
69,lu2,O
69,abul-la-ra,O
69,da-ga-na,O
69,ba-nu2,O
70,sze,O
70,1,O
70,gig4-e,O
70,12,O
70,sila3-am3,O
71,a,O
71,zal-le,O
71,u3-tud-da,O
71,X,O
71,X,O
71,X,O
71,X,O
72,gisz-gin7,O
72,kur-kur-ra,O
72,gib-ba-gin7,O
73,gana,O
73,ga-ni-re7-en-de3-en,O
73,gana{},O
73,ga{}-an-ga-am3-gi-de3-en,O
74,a2-sag3,DN
74,simx(GIG)-ma,O
74,szag4-bi,O
74,bar,O
74,ak,O
74,giri3-pax(PAD)-ra2,O
74,igi,O
74,bar-re,O
75,nin-zu,O
75,{d}inana,DN
75,nig2,O
75,bur-ra-am3,O
75,BUL{}-BUL{},O
76,nin,O
76,dub,O
76,gal-gal-la,O
76,szu,O
76,du7-a,O
77,ki,O
77,{d}ur-{d}za-ba4-ba4,RN
77,lugal-la-na-sze3,O
77,im-ma-da-an-ku4-ku4,O
78,ur-sag,O
78,{d}nin-urta,DN
78,a2,O
78,nam-ur-sag-ga2-ni-sze3,O
78,szu{},O
78,na{}-mi{}-ni-in-gi4{},O
79,a2,O
79,kalag-ga-na,O
79,szag4-ga-a,O
79,mu-un-zu,O
79,ur5-da,O
79,nir,O
79,mu-un-gal2,O
80,X,O
80,ni2-te,O
80,ki,O
80,igi-na,O
80,ba-ni-in-hur-hur,O
80,inim-bi,O
80,nu-mu-na-ab-be2,O
81,kan4,O
81,igi-szu-galam,TN
81,ki,O
81,nam,O
81,tar-re-dam,O
82,X-ta,O
82,ma2,O
82,an-na,O
82,ezen,O
82,X,O
82,...,O
83,{id2}idigna,WN
83,{id2}buranuna-bi,WN
83,a,O
83,zal-le,O
83,tum3,O
83,...,O
83,kur-re,O
84,...,O
84,sag,O
84,us2,O
84,mu-na-dur2-ru-ne-esz,O
85,...,O
85,X,O
85,X,O
85,X,O
85,X,O
85,E,O
85,NE,O
86,kug,O
86,{d}inana-ke4,DN
86,ug3-bi-sze3,O
86,a-nir,O
86,mu-un-ga2-ga2,O
87,lu2,O
87,szu,O
87,sug4-ga-ka,O
87,kadra-ni,O
87,ur5-sze3,O
87,nir,O
87,mu-un-gal2,O
88,nam,O
88,tar-re-de3-esz,O
88,a2,O
88,mah,O
88,mi-ni-in-sud4-un,O
89,...,O
89,X,O
89,DUB{},O
89,ASZ-ta,O
89,in-na-sze-bi-da,O
90,en,O
90,li-ib-a-ni,O
90,kur-ra,O
90,du-du,O
91,gesztug2-ga2,O
91,ba-an-u18-lu-un-e-sze,O
92,{d}suen,DN
92,su3-ra2-ag2,O
92,bi2-mu2-mu2,O
93,gisz-gi,O
93,a-na,O
93,gu3,O
93,mu-un-de2,O
93,mu2-a-bi,O
93,dug3-ga-am3,O
94,A,O
94,sag{},O
94,i3-kur9-re{},O
94,X,O
94,MI,O
94,NE,O
94,DU,O
95,guru5-usz,O
95,bur2-ru,O
96,{d}ri-im-{d}suen,RN
96,sipad,O
96,szag4,O
96,sze-ga-zu,O
96,he2-til3-le,O
97,nam-tag,O
97,dugud,O
97,un-gar-ra,O
98,sipad,O
98,{e2}tur3-re,O
98,i3,O
98,ga,O
98,mah-me-en,O
99,X,O
99,X,O
99,IM,O
99,A,O
99,IGI,O
99,DU,O
99,GA,O
100,za-pa-ag2-bi,O
100,kur-kur-ra,O
100,ha-ba-ab-dul,O
101,nitah-be2-e-ne,O
101,munus-be2-e-ne,O
101,har{}-ra{}-an,O
101,...,O
101,X,O
101,nitah-bi,O
101,ki,O
101,szag4-ga-na-sze3,O
101,i3{}-du-u3{},O
102,en,O
102,{d}nu-dim2-mud-e,DN
102,nam-e-esz,O
102,mu-ni-in-tar,O
103,si,O
103,sa2-sa2,O
104,X,O
104,X,O
104,X,O
104,zi-zi,O
104,he2-du7,O
104,e2-kur-ra,TN
105,ug,O
105,uszumgal,O
105,X,O
105,A,O
105,KA,O
105,IGI,O
105,(X),O
105,LA2,O
105,a-szag4,O
105,mu-da-dadag,O
106,kig2-gi4-a,O
106,en,O
106,aratta{ki}-ra,SN
106,mu-na-ab-bal-e,O
107,en3,O
107,tar,O
107,igi,O
107,im-bar-ra-ke4,O
108,...,O
108,bi2-in-dug4{},O
109,{d}nin-isin2{si}-na-ke4,DN
109,tu6,O
109,bi2-in-dug4,O
109,ba-sag9,O
110,gu-bi,O
110,ma-a-ra,O
110,a-ba-a,O
110,ma-ab-ze2-ze2,O
111,...,O
111,dim2{}-ma{},O
112,udu,O
112,lugal-ga2,O
112,{d}dumu-zid-da-ke4,DN
112,edin-na,O
112,...,O
113,nin9-a-ni,O
113,kug,O
113,{d}inana-ke4,DN
113,nin9-a-ni,O
113,ur-sag,O
113,szul,O
113,{d}utu-ur2,DN
114,si,O
114,im-sa2-e,O
115,iri-gu10,O
115,{d}utu-gin7,DN
115,ba-ta-e3-en3,O
115,szag4-ba,O
115,ki,O
115,bi2-la2,O
116,al-ed3,O
117,X-gu10,O
117,he2{}-X,O
117,...,O
118,{gisz}i-ri9-na-bi,O
118,{u2}A.NUMUN2,O
118,gid2-da,O
118,a-szag4-ga-ke4,O
119,szu-kal-le-tud-da,PN
119,ad-da-ni,O
119,mu-na-ni-ib-gi4-gi4,O
120,en3-gu10,O
120,nu-tar-re-en,O
120,ki-gu10,O
120,nu-kig2-kig2-en,O
121,gesztin,O
121,na8-na8,O
121,gu2-me-ze2,O
121,dug3-ga-am3,O
122,...,O
122,kur,O
122,ud,O
122,e3,O
122,zig3-ga-me-en,O
123,gud,O
123,szar2,O
123,udu,O
123,szar2-da,O
123,{d}ku3-su13,DN
124,{d}namma-ke4,DN
124,ama,O
124,palil,O
124,u3-tud,O
124,digir,O
124,szar2-szar2-ra-ke4-ne,O
125,...,O
125,ga-sza-an-sumun2-na,DN
125,...,O
126,{d}utu,DN
126,suh,O
126,kug-ga2,O
126,igi,O
126,nu-mu-un-bar,O
127,lu2,O
127,sze,O
127,la2-la2-zu-ne,O
127,30,O
127,gig4,O
127,ha-ra-an-ak-ak,O
128,{gisz}ilar,O
128,{kusz}gur21,O
128,ud,O
128,gal-gin7,O
128,ki,O
128,la-ba-ni-us2-a,O
129,tigi,O
129,szir3-re-esz2,O
129,mu-na-ab-dug4,O
130,X,O
130,...,O
130,ha-ma-ni-in-kur9,O
131,szu-gu10,O
131,{im}szu-rin-na-ta,O
131,nu-ub-ta-ed2-de3,O
132,ki-e-ne-di-ba,O
132,lul-esz2,O
132,im-ta-e-en,O
133,szembi2-zid,O
133,i3-bi2-ga2,O
133,mi-ni-mar-mar-ra-gin7,O
134,si,O
134,sa2-a,O
134,hu-mu-e-suh3-suh3,O
135,kig2-zu,O
135,mi2,O
135,zid,O
135,ha-ra-ab-dug4,O
136,...,O
136,igi,O
136,hur-ra-bi-gu10,O
137,si,O
137,sa2-sa2-e-de3,O
138,igi-nim-ta,O
138,kur,O
138,szim,O
138,{gisz}erin-na-sze3,O
138,gu2,O
138,ga-mu-ni-ib-gar,O
139,ad6,O
139,szesz-me,O
139,szeg12,O
139,kul-aba4{ki}-sze3,SN
139,ga-ba-ni-ib-kur9-re-en-de3-en,O
140,ud-da,O
140,kur-sze3,O
140,ed3-de3-en,O
141,nesag,O
141,kur-ra-da,O
142,lugal,O
142,{d}szul-gi,RN
142,dumu,O
142,{d}en-lil2-la2-ra,DN
143,KA{},O
143,nam,O
143,...,O
143,dug3{},O
143,ug3,O
143,SI,O
143,...,O
144,e2,O
144,szilam,O
144,AJRIG,O
144,X,O
144,X,O
144,X,O
145,X,O
145,IM-ta-gu10,O
145,kur-ra,O
145,mi-ni-gar,O
146,en-e,O
146,nam,O
146,uru2-na,O
146,tar-re-de3,O
146,{d}en-lil2,DN
146,mu-un-kusz2-u3,O
147,...,O
147,dumu,O
147,ma-da,O
147,gu-tu-u2-um{ki},GN
148,um{muszen},O
148,gu3,O
148,de2,O
148,nu-sag9,O
149,nam-lugal-zu,O
149,an,O
149,ki-gin7,O
149,he2-ge-en,O
150,an,O
150,ki-a,O
150,pa,O
150,e3,O
150,ma-ni-in-ak,O
151,eridug{ki},SN
151,hur-sag-gin7,O
151,ha-ma-ab-sikil-e,O
152,{m}lugal-nesag-e,PN
152,nu-esz3,O
152,{d}en-lil2-la2,DN
152,lu2,O
153,me-na-am3,O
153,gisz-nu2,O
153,gi-rin,O
153,ba-ni-nu2-de3-en,O
153,bi2-in-dug4,O
154,zi-bi,O
154,edin-na,O
154,szub-szub-bu-da-bi,O
155,gissu-bi,O
155,an,O
155,ki-a,O
155,dul-la,O
156,X,O
156,X,O
156,X,O
156,X,O
156,X,O
156,ni2,O
156,gal,O
156,guru3,O
156,ki,O
156,su,O
156,zig3,O
156,ri-a,O
157,mah-di,O
157,inim-ma-ni,O
157,ki-bi-sze3,O
157,gar,O
158,gud-gin7,O
158,a2,O
158,mah-zu,O
158,ki,O
158,ba-e-te-en,O
158,hul-bi,O
158,mu-ri-ib2-us2,O
159,aga,O
159,du7,O
159,me,O
159,ud,O
159,su3-ra2,O
159,dug4-ga,O
159,nu-kam3-me-de3,O
160,...,O
160,X,O
160,la2,O
160,ki{},O
160,u3-bi2-in{}-KU-DU,O
161,ud-ba,O
161,{d}en-ki-ke4,DN
161,{d}en-lil2-ra,DN
161,gu3,O
161,mu-na-de2-e,O
162,ama-gu10,O
162,ur5-ra-asz,DN
162,ga-sza-an,O
162,digir-re-ne-ke4,O
163,a-a,O
163,{d}en-ki,DN
163,inim-bi,O
163,ba-e-de3-gub,O
164,a-a-ni,O
164,{d}en-ki-ke4,DN
164,dub3-ba,O
164,nam-mi-in-tusz,O
165,til3-la,O
165,lugal-gu10,O
165,igi,O
165,an-ne2,DN
165,a-a,O
165,digir-re-e-ne-ke4,O
165,sag9-ga,O
166,ga2-nu,O
166,{d}inana,DN
166,kaskal-zu-sze3,O
166,ni-ba,O
166,gen-na,O
166,kur-sze3,O
166,ed3-de3,O
167,{gisz}al,O
167,lum-lum-ma,O
167,{gisz}al,O
167,lam-lam-ma,O
168,gi,O
168,sumun,O
168,ki,O
168,kug-ga,O
168,ur2-ba,O
168,mi-ni-bur12,O
168,szu,O
168,im-ma-an-ti,O
169,i3-ne-esz2,O
169,nam-tar-ra,O
169,{d}inana-ke4,DN
169,ur5,O
169,he2-en-na-nam-ma-am3,O
170,ur-sag,O
170,ud,O
170,a-a-zu,O
170,in-tud-de3-en-na-ta,O
171,...,O
171,szag4,O
171,kug-ga,O
171,X,O
171,...,O
172,lu2,O
172,hul-gal2,O
172,{gisz}tukul-la,O
172,mu-szi-X,O
172,X-a,O
173,sahar,O
173,e2-ga2,O
173,tug2,O
173,dan4-dan4-na,O
173,lu2,O
173,la-ba-an-si-si,O
174,an-da,DN
174,iri-a,O
174,dalla,O
174,mi-ni-in-e3,O
175,X,O
175,X,O
175,szu-na,O
175,um-ma-ni-in-gar,O
175,igi,O
175,um-szi-bar-bar,O
176,X,O
176,UB,O
176,da-ri,O
176,nig2,O
176,us2-sa,O
176,X,O
176,...,O
177,engar,O
177,igi,O
177,uru3-a,O
177,a-na-am3{},O
177,ak-X,O
178,E2xX,O
178,X,O
178,ki{}-sze3,O
178,X,O
178,X,O
178,iti6,O
178,X,O
178,(X),O
178,giri17-zal,O
179,szag4-gu10,O
179,{d}isztaran,DN
179,kur-kur-ra-me-en3,O
180,nitah,O
180,usu-tuku,O
180,lirum-ma-me-en,O
181,lu2,O
181,sukux(SUKUD)-ra2,O
181,an-sze3,O
181,nu-mu-un-da-la2,O
182,an-ta,O
182,{na4}sag-kal-e,O
182,ki-ta,O
182,URUxX-URUxX-e,O
183,eger-sze3,O
183,nig2,O
183,na-me,O
183,nu-sag9-de3,O
184,mu-un-bur2-bur2-re,O
184,mu-un-dub-dub-be2,O
185,{gisz}apin,O
185,sila,O
185,dagal-la,O
186,ud,O
186,MASZ-am3,O
186,itid,O
186,MASZ-am3,O
186,ud,O
186,nu-mu-un-X,O
186,X,O
186,X,O
186,X-e,O
186,ba-te,O
187,edin-na,O
187,nig2,O
187,ul4-la-asz,O
187,hu-mu-ni-ak,O
188,masz-masz-e,O
188,szeg9,O
188,szeg9-bar-e,O
188,a-ta,O
188,im-ta-an-e3,O
188,im-ta-an-ed3{},O
189,{d}isz-me-{d}da-gan-me-en,RN
189,du-ri2-sze3,O
189,ka-ga14,O
189,mu-ni-gar,O
190,gesztug2,O
190,dagal,O
190,nig2-nam-ma{},O
190,buru3-da,O
190,igi-gal2,O
190,ki-szar2-ra,O
191,...,O
191,mu-da-an-TAR,O
191,...,O
191,RA,O
191,X,O
191,...,O
191,X,O
192,i3-ne-esz2,O
192,id2,O
192,szen-na,O
192,id2,O
192,a,O
192,szen-na-ka,O
193,X,O
193,X,O
193,X-e-gin7,O
193,gu3,O
193,bi2-in-ra,O
194,mir,O
194,lu2-ra,O
194,te-a,O
194,{gisz}pan,O
194,mar-uru5-gu10,O
194,mu-da-an-gal2-la-am3,O
195,garza,O
195,szu-ta,O
195,szub-ba-bi,O
195,ki-bi,O
195,he2-bi2-in-gi4,O
196,gisz-szu,O
196,szu-gu10,O
196,im-mi-gar,O
196,za-e,O
196,gu3,O
196,bi-ra-ra,O
197,en,O
197,{d}gilgamesz2,DN
197,en,O
197,ga-mu-un-ug5-ga,O
198,szeg12,O
198,kul-aba4{ki}-sze3,SN
198,szu,O
198,ma-ra-an-dag,O
199,nemurx(PIRIJ.TUR)-gin7,O
199,...,O
200,{m}ur-{d}en-lil2-la2-ke4,PN
200,na-ab-be2-a,O
201,ug3,O
201,gar-gar-ra-bi,O
201,en,O
201,a-a-bi-me-en,O
202,lugal-me,O
202,u3-na-dug4,O
203,A,O
203,...,O
204,dumu,O
204,nig2,O
204,ku7-ku7-da,O
205,{gisz}ma2,O
205,a-nir-ra-zu,O
205,ki,O
205,kur2-ra,O
205,he2-bi2-ib-taka4,O
206,u3-mu-ni-gu7,O
206,u3-mu-ni-nag-ga2-ta,O
206,i-zu-ba,O
207,kur-kur-ra,O
207,digir-bi,O
207,za-e-me-en,O
208,digir-gu10,O
208,lu2,O
208,kur2,O
208,di,O
208,nu-me-en,O
208,szag4-zu,O
208,ki{}-bi{},O
208,ha-ma-ab-gi4-gi4,O
209,...-ib-sud,O
210,e2-an-na-sze3,TN
210,u2,O
210,gur3-ru-me-en,O
211,{u2}rib-ba,O
211,ki,O
211,halba2-sze3,O
211,ga-gu10,O
211,di-di,O
211,du5-mu-u5-zu,O
212,igi,O
212,zid,O
212,bar-ra,O
212,{d}nanna-me-en,DN
213,{d}en-lil2,DN
213,lugal,O
213,kur-kur-ra-ke4,O
214,e2-nam-til3-la,TN
214,ki-tusz,O
214,kug,O
214,nam-lugal-la,O
214,barag,O
214,mah-a,O
214,tum2-ma,O
215,...,O
215,mu-e-da-an-TI,O
216,tir-tir-ra,O
216,szeg9,O
216,szeg9-bar,O
216,he2-en-da-lu,O
217,nig2{},O
217,tag-ga-ni,O
217,ga-ba-ra-hum,O
217,{tum9}u18-lu,O
217,X,O
217,sag,O
217,kesze2,O
217,NI,O
217,X,O
217,sud{}-sud,O
218,kur-ra,O
218,ki,O
218,su3-ra2-bi,O
218,gu2,O
218,mu-na-ab-ga2-ga2,O
219,PA,O
219,X,O
219,NUN{},O
219,unud(UNU3)-ta,O
219,ab2-ba,O
219,saman2,O
219,szub-ba-zu-ne,O
220,ni2,O
220,guru3,O
220,{d}a-nun-ke4-ne-me-en,DN
221,zi,O
221,an-na,O
221,szu,O
221,bi2-in-du8-usz,O
222,al,O
222,ba-an-dug4,O
222,ki-nu2,O
223,ud,O
223,a,O
223,ra-ah,O
223,KI.KAL,O
223,gal2,O
223,da13-da13,O
223,ku10-ku10,O
223,zalag-ge-esz,O
223,gar,O
224,2(MAN)-kam-ma-sze3,O
224,munus-e,O
224,nam,O
224,gal4-la-na-sze3,O
224,a-na-am3,O
224,im-gul-lu-u8-a-bi,O
225,zi,O
225,ir,O
225,ba-ni-ib2-...,O
226,szesz-a-ni,O
226,ur-sag,O
226,{d}gilgamesz2,DN
226,inim-bi,O
226,ba-de3-gub,O
227,szem3,O
227,{kusz}a2-la2,O
227,si-SZIR3,O
227,gisz-gu3-di,O
227,ni2-ba,O
227,u3-mu-na-du12,O
228,dumu-gu10,O
228,a-na,O
228,bi2-in-ak,O
228,ge26-e,O
228,mu-un-kusz2-u,O
229,...,O
229,X-sze3,O
229,ba-ni-in-...,O
230,...-zu,O
230,su3-ud,O
230,en,O
230,nig2-nam-ma-ni,O
230,dib,O
230,dug4-ga-ni,O
230,nu-kam3-me-dam,O
231,{urud}tun3,O
231,nagar-ka,O
232,nam-mah-zu,O
232,kur-kur-re,O
232,ba-X,O
232,X,O
232,(X),O
233,nu2{},O
233,...-sze3,O
233,silim-ma,O
233,i3-nu2{},O
234,me-am3,O
234,mu-lu-gu10,O
234,me-am3,O
234,mu-un-TAG-TAG,O
234,X-e,O
235,dim3-me2-er,O
235,szu,O
235,dim2-dim2-ma-zu,O
235,X,O
235,gu2{}-bi,O
235,im-tu10-tu10-ne,O
236,kurun3,O
236,u3-mun,O
236,sag,O
236,lul,O
236,sag,O
236,zid-da,O
236,IM,O
236,UD,O
236,KA,O
236,NE-NE,O
237,lulim-ma,O
237,zid-da,O
237,gab2-bu-bi,O
237,kig2,O
237,gal,O
237,szu,O
237,dab-dab-be2,O
238,lu2-tur,O
238,gisz3,O
238,im-mi-in-dug4,O
239,{gisz}tukul,O
239,kalag-ga,O
239,kur-kur,O
239,gam-gam-e,O
240,sag-gu10,O
240,ba-suh3,O
241,kur,O
241,a-ta,O
241,il2-la,O
241,iri{ki},O
241,na-nam,O
241,me-bi,O
241,na-pad3-de3,O
242,{gisz}tar2-GAG,O
242,kug,O
242,im-da-du3-a-bi,O
243,{d}ama-uszumgal-an-na,DN
243,{d}utu,DN
243,kur,O
243,szim,O
243,{gisz}erin-na-ta,O
243,e3-a-gin7,O
243,i3(soursze: e2),O
243,dug3-ga,O
243,sza-mu-un-szi-pesz-pesz-e,O
244,ab-ba-szu2-szu2,DN
244,inim-kur2-dug4-dug4,DN
244,ad,O
244,gi4-gi4,O
244,...,O
245,...,O
245,X,O
245,...,O
245,gub-ba-am3,O
246,du6,O
246,a-szag4-ga,O
246,sa2,O
246,ba-an-dug4,O
247,a,O
247,gub-ba,O
247,a-a,O
247,gub-ba,O
247,a,O
247,mu-un-da-ak-e,O
248,gisz-szub,O
248,us2-sa,O
248,ama-zu,O
248,hul2-la,O
249,im-hul,O
249,zig3-ga,O
249,szika,O
249,im-bar-re,O
250,ab-ba-ab-ba,O
250,gu2-tuku-gin7,O
251,ul4,O
251,ga2-nam-ma,O
251,dumu,O
251,ur4-...,O
252,lugal-e,O
252,esz-da,O
252,kug-sig17-ga-ke4,O
253,si,O
253,sa2-e,O
253,he2-en-dib-dib-be2-ne,O
254,a2,O
254,nam-ur-sag-ga2-zu,O
254,mu-gub-be2-en6,O
255,tum12{muszen}-e,O
255,sag,O
255,nu-mu-un-da-RU-e,O
256,sag-ki,O
256,sahar-gi4-zu,O
256,he2-du7,O
256,...,O
256,A,O
256,X,O
256,X,O
256,TE{},O
256,dib-ba-me-en,O
257,{gisz}gu-za,O
257,me-dim2-bi,O
257,me-dim2-ma,O
257,dirig-ga,O
258,{d}nin-isin2{si}-na,DN
258,nin,O
258,me,O
258,gal-gal-la-ra,O
259,{d}inana,DN
259,bad3,O
259,{na4}gul-gul,O
259,...,O
259,X,O
259,u3-ma,O
259,sa2,O
259,di,O
260,a,O
260,ru-a,O
261,in,O
261,en-te-en-e,O
261,a-na,O
261,mu-ni-in-dub2-ba-asz,O
262,{e2}szutum,O
262,kug,O
262,esz3-mah,TN
262,ki,O
262,X,O
262,X,O
262,gub-bu-na,O
262,ni2,O
262,husz,O
262,gur3-ru-am3,O
263,tum12{muszen},O
263,nir-DU,O
263,sumur-bi,O
263,dal-la-gin7,O
263,a2-gu10,O
263,hu-mu-sud-sud,O
264,iri-a,O
264,szem5,O
264,zabar,O
264,zi-ig-za-ag,O
264,...-za,O
265,barag,O
265,gal-ba,O
265,suhusz-bi,O
265,mu-ra-an-ge-en,O
265,dur2,O
265,an-sze3,O
265,bi2-in-gar,O
266,ia4,O
266,lum-lum,O
266,u2-luh-ha,O
266,sud-sud,O
267,{gisz}dusu,O
267,tur-gu10,O
