ID,FORM,XPOSTAG
61,limmu2-ba,NU
62,ur-{d}li9-si4,NE
63,ensi2,N
64,umma{ki},NE
65,ARAD2-zu,N
66,x,O
66,sze,N
66,...,O
67,la2-ia3-ta,N
67,su-ga,V
68,ISZ-su{ki},NE
68,...,O
69,ki,N
69,lu2-sa6-i3-zu-ta,NE
70,...-x-ni,NE
71,szu,N
71,ba-ti,V
72,iti,N
72,dal,NE
73,mu,N
73,us2-sa,V
73,bad3,N
73,ba-du3,V
74,lugal-ezem,NE
75,dub-sar,N
76,dumu,N
76,ur-kun,NE
77,di,N
77,til-la,V
78,1(disz),NU
78,geme2-{d}ig-alim,NE
78,dumu,N
78,nam-mah,NE
78,SIG7-a-ra,NE
79,mar-tu,NE
79,dumu,N
79,lu2-nigin6{ki}-ke4,NE
80,inim,N
80,in-ni-gar-ra,V
81,geme2-mu,N
81,ni,N
81,i3-me-a,V
82,i3-bi2-za-asz,N
82,e2-gal-e,N
82,ma-ab-szum2-ma,V
83,gu3-de2-a,NE
83,ab-ba-iri,N
84,lu2-gir2-su{ki},NE
85,ur-x-da,NE
85,ugula,N
85,kas4,N
86,maszkim-bi-me,N
86,bi2-in-du11,V
87,en3,N
87,ba-ne-tar-ra,V
88,mu,N
88,inim-bi,N
88,nu-u3-zu,V
88,bi2-in-ne2-sza-sze3,V
89,geme2,N
89,lu2-gu2-gal,NE
89,dumu,N
89,lu2-{d}ba-ba6-ka,NE
90,ba-na-gi-in,V
91,erin-da,NE
91,maszkim,N
92,lu2-{d}szara2,NE
93,lu2-eb-gal,NE
94,ur-{d}isztaran,NE
94,di-ku5-bi-me,N
95,gu3-de2-a,NE
95,dumu,N
95,szagina,N
96,...,O
96,x,NE
96,dumu,N
96,ur-{d}lamma,NE
97,lu2,N
97,mar-za,N
97,ki-ba,N
97,tusz-sza-me,V
98,mu,N
98,bad3,N
98,mar-tu,N
98,ba-du3,V
99,1(gesz2),NU
99,2(u),NU
99,geme2,N
99,x,O
100,iti,N
100,1(u),NU
100,2(disz)-sze3,NU
101,a2-bi,NU
101,u4,N
101,8(szar2),NU
102,sza3-bi-ta,N
103,2(u),NU
103,tug2,N
103,nig2-lam2,N
103,3(disz)-kam,NU
103,us2,V
104,geme2-bi,N
104,1(u),NU
104,3(disz),NU
104,1/3(disz)-am3,NU
105,2(u),NU
105,tug2,N
105,nig2-lam2,N
105,4(disz)-kam,NU
105,us2,V
106,geme2-bi,N
106,1(u)-am3,NU
107,2(u),NU
107,tug2,N
107,nig2-lam2,N
107,du,V
108,geme2-bi,N
108,6(disz),NU
108,2/3(disz),NU
109,1(gesz2),NU
109,3(u),NU
109,tug2,N
109,guz-za,N
109,du,V
110,geme2-bi,N
110,2(u),NU
110,2(disz),NU
110,1/2(disz),NU
111,3(u),NU
111,5(disz),NU
111,tug2,N
111,sag,N
111,usz-bar,N
111,...,O
112,geme2-bi,N
112,5(disz),NU
112,5/6(disz)-am3,NU
113,3(u),NU
113,gada,N
113,du,V
114,geme2-bi,NU
114,1(u),NU
114,2(disz),NU
114,1/2(disz),NU
114,...,O
115,9(disz),NU
115,1(u),NU
115,gin2,N
115,geme2,N
115,2(u),NU
115,x-a,O
116,3(gesz2),NU
116,3(u),NU
116,5(disz),NU
117,{gesz}tag,NU
117,du3-a,V
118,1(gesz'u),NU
118,tug2,N
118,usz-bar,N
119,ki,N
119,ensi2-ta,N
120,szunigin,N
120,1(gesz'u),NU
120,3(gesz2),NU
120,3(u),NU
120,5(disz),NU
120,tug2,N
120,gada,N
120,hi-a,V
121,geme2-bi,N
121,1(gesz2),NU
121,2(u)-am3,NU
122,4(u),NU
122,3(disz),NU
122,{gesz}tug2-gurx(|SZE.KIN|),N
123,ki,N
123,lu2-igi-sa6-sa6-ta,NE
124,na-ba-sa2,NE
124,szu,N
124,ba-ti,V
125,iti,N
125,diri,N
126,mu,N
126,ki-masz{ki},NE
126,ba-hul,V
127,na-ba-sa2,NE
128,dub-sar,N
129,dumu,N
129,ugu2-du6,NE
130,1(gesz2),NU
130,2(u),NU
130,6(disz),NU
130,sar,N
130,1(u),NU
130,5(disz),NU
130,gin2,N
130,u2,N
130,sahar-ba,N
131,kab2-ku5,N
131,a-u2-da-ta,NE
132,kab2-ku5,N
132,u2-du-{d}nin-a-ra-li-sze3,NE
133,2(gesz2),NU
133,5(u),NU
133,9(disz),NU
133,2/3(disz),NU
133,sar,N
133,5(disz),NU
133,gin2,N
133,u2,N
133,sahar-ba,N
134,kab2-ku5,N
134,ki-BAD-ta,NE
135,kab2-ku5,N
135,u3-sur,NE
135,tir-sze3,N
136,2(gesz2),NU
136,2(u),NU
136,6(disz),NU
136,5/6(disz),NU
136,sar,N
136,kin,N
136,sahar,N
137,i7,N
137,{d}nin-hur-sag-ka,NE
138,4(u),NU
138,6(disz),NU
138,1/3(disz),NU
138,sar,N
138,kin,N
138,sahar,N
139,kin,N
139,szuku-ra,N
139,engar,N
139,nu-banda3-gu4,N
139,u3,CNJ
139,sza3-sahar,N
140,e,N
140,sa-dur2-ra,N
140,a-sza3,N
140,{d}nin-hur-sag-ka,NE
141,2(u),NU
141,sar,N
141,1(u),NU
141,gin2,N
141,kin,N
141,sahar,N
142,i7,N
142,u3-wa-ri-da,NE
143,6(disz),NU
143,1/2(disz),NU
143,sar,N
143,kin,N
143,sahar,N
143,e,N
143,sa-dur2-ra,N
143,a-sza3,N
143,iszib-e-ne,NE
144,szunigin,N
144,8(gesz2),NU
144,5(disz),NU
144,5/6(disz),NU
144,sar,N
144,kin,N
145,sahar,N
145,zi-ga,V
146,ugula,N
146,da-da,NE
147,mu,N
147,an-sza-an{ki},NE
147,ba-hul,V
148,na-ni,NE
149,u3-na-a-du11,V
150,5(asz),NU
150,sze,N
150,gur,N
150,lugal,N
151,sze,N
151,ur5-ra,N
152,lugal-me-lam2,NE
152,dumu,N
152,ur-ma-ma,NE
153,in-na-szum2-ma,V
154,lu2,N
154,na-ba-du3,V
155,1(u),NU
155,7(disz),NU
155,gurusz,N
155,u4,N
155,1(disz)-sze3,NU
156,kab2-ku5,N
156,gu4-suhub2,NE
156,gub-ba,V
157,6(disz),NU
157,sar,N
157,1(u),NU
157,5(disz),NU
157,gin2,N
157,sahar,N
158,3(u),NU
158,gurusz,N
158,u4,N
158,1(disz)-sze3,NU
159,{u2}har-an,N
159,ga6-ga2,V
160,5(disz),NU
160,gurusz,N
160,u4,N
160,1(disz)-sze3,NU
161,kab2-ku5-a,N
161,a,N
161,de2-a,V
162,kab2-ku5,N
162,u2-du-{d}nin-a-ra-li-ka,NE
163,ugula,N
163,ur-{d}da-mu,NE
164,kiszib3,N
164,inim-{d}inanna,NE
165,mu,N
165,{d}amar-{d}suen,NE
165,lugal,N
166,inim-{d}inanna,NE
167,dumu,N
167,lugal-iti-da,NE
168,1(gesz2),NU
168,gur,N
168,ziz2,N
169,ur-{d}dumu-zi-da,NE
169,umma{ki},NE
170,1(barig),N
170,sze,N
170,1(barig),N
170,ziz2,N
171,ur-{d}dumu-zi-da,NE
171,...{ki},NE
172,iti,N
172,{d}dumu-zi,NE
173,mu,N
173,{d}szu-{d}suen,NE
173,lugal-e,N
173,na-ru2-a,N
173,mah,N
173,{d}en-lil2,NE
173,{d}nin-lil2-ra,NE
173,mu-ne-du3,V
174,1(disz),NU
174,am,N
174,gu4,N
175,1(disz),NU
175,amar,N
175,pesz,V
175,am,N
176,u4,N
176,2(u),NU
176,1(disz)-kam,NU
177,ki,N
177,ab-ba-sa6-ga-ta,NE
178,lu2-dingir-ra,NE
179,i3-dab5,V
180,iti,N
180,szu-esz5-sza,NE
181,mu,N
181,{d}amar-{d}suen,NE
181,lugal-e,N
181,ur-bi2-lum{ki},NE
181,mu-hul,V
182,2(disz),NU
183,1(disz),NU
183,udu-nita2,N
184,siskur2,N
184,a-sza3,N
185,sza3,N
185,hi-ba-ri2-tum{ki},NE
186,iti,N
186,min-esz3,NE
187,szul-gi,NE
188,nita,N
188,kal-ga,V
189,lugal,N
189,uri5{ki}-ma,NE
190,lugal,N
190,ki-en-gi,NE
190,ki-uri,NE
191,2(disz),NU
191,gin2,N
191,ku3-babbar,N
192,ki,N
192,ki-lu5-la-ta,NE
193,2(disz),NU
193,gin2,N
193,igi-4(disz)-gal2,NU
193,ku3,N
194,ki,N
194,ma-an-ba-ta,NE
195,2(disz),NU
195,5/6(disz),NU
195,gin2,N
195,ku3-babbar,N
196,ki,N
196,nigar{gar}-ki-du10-ta,NE
197,2(disz),NU
197,gin2,N
197,ku3-babbar,N
198,ki,N
198,a-kal-la-ta,NE
199,masz,N
199,a-sza3-ga,N
200,mu,N
200,bad3,N
200,ba-du3,V
201,3(u),NU
201,8(disz),NU
201,udu,N
201,niga,V
202,u4,N
202,6(disz)-kam,NU
203,ki,N
203,ab-ba-sa6-ga-ta,NE
204,en-dingir-mu,NE
205,i3-dab5,V
206,iti,N
206,szu-esz5-sza,NE
207,mu,N
207,en-mah-gal-an-na,NE
207,en,N
207,{d}nanna,NE
207,ba-hun,V
208,3(u),NU
208,8(disz),NU
209,2(u),NU
209,6(asz),NU
209,4(barig),N
209,sze,N
209,gur,N
209,lugal,N
210,sze,N
210,ur5-ra,N
211,mu-kux(DU),N
212,ki,N
212,ur-{d}nansze-ta,NE
213,szul-e2-du3-du3-e,NE
214,szu,N
214,ba-ti,V
215,iti,N
215,gu4-ra2-bi2-mu2-mu2,NE
216,mu,N
216,us2-sa,V
216,an-sza{ki},NE
216,ba-hul,V
217,2(u),NU
217,6(asz),NU
217,4(barig),N
217,sze,N
217,gur,N
217,lugal,N
218,sze,N
218,ur5-ra,N
218,mu-kux(DU),N
219,ki,N
219,ur-{d}nansze-ta,NE
220,kiszib3,N
220,szul-e2-du3-du3,NE
221,iti,N
221,gu4-ra2-bi2-mu2-mu2,NE
222,mu,N
222,us2-sa,V
222,an-sza-an{ki},NE
222,ba-hul,V
223,szul-e2-du3-du3,NE
224,dub-sar,N
225,dumu,N
225,ur-{d}lamma,NE
226,nu-banda3-gu4,N
227,6(asz),NU
227,4(barig),N
227,4(ban2),N
227,sze,N
227,gur,N
228,la2-ia3,N
228,su-ga,V
229,ki,N
229,ur-mes-ta,NE
230,2(barig),N
230,sze,N
230,gub-ba,V
231,lu2-{d}szara2,NE
231,gudu4,N
232,gaba-ri,N
232,kiszib3-ba,N
233,ur-{d}suen,NE
234,iti,N
234,nesag,NE
235,mu,N
235,e2,N
235,{d}szara2,NE
235,ba-du3,V
236,1(disz),NU
236,tug2,N
236,gu2-na,N
237,ki,N
237,i3-la-...-ta,NE
238,ur-{d}suen,NE
239,szu,N
239,ba-ti,V
240,PA,N
240,...,O
241,mu,N
241,{d}szu-{d}suen-e,NE
241,na-mah,N
241,{d}en-lil2,NE
241,{d}nin-lil2,NE
241,mu-du3,V
242,ur-{d}suen,NE
243,dub-sar,N
244,dumu,N
244,...,O
245,4(disz),NU
245,sila4,N
246,u4,N
246,2(u),NU
246,1(disz)-kam,NU
247,ki,N
247,ab-ba-sa6-ga-ta,NE
248,in-ta-e3-a,NE
249,i3-dab5,V
250,iti,N
250,ezem-{d}szul-gi,NE
251,mu,N
251,en-unu6-gal,NE
251,{d}inanna,NE
251,unu{ki},NE
251,ba-hun,V
252,4(disz),NU
253,1(disz),NU
253,gin2,N
253,igi-6(disz)-gal2,NU
253,6(disz),NU
253,sze,N
253,ku3-babbar,N
253,ur5-sze3,N
254,ku3,N
254,masz2,N
254,nu-tuku,V
255,ki,N
255,lugal-a2-zi-da-ta,NE
256,szesz-kal-la,NE
257,szu,N
257,ba-ti,V
258,iti,N
258,sig4-ga-ka,NE
258,su-su-dam,V
259,nam-mah,NE
260,ARAD2-dam,NE
261,lu2-inim-ma-bi-me,N
262,iti,N
262,apin-du8-a,NE
262,u4,N
262,2(u),NU
262,ba-zal,V
263,mu,N
263,us2-a,V
263,si-ma-num2{ki},NE
263,ba-hul,V
264,szesz-kal-la,NE
265,dumu,N
265,lugal-engar-du10,NE
266,1(disz),NU
266,dug,N
266,dida,N
266,5(disz),NU
266,sila3,N
266,kasz,N
266,saga,V
267,1(ban2),N
267,ninda,N
267,2(disz),NU
267,gin2,N
267,i3,N
267,2(disz),NU
267,gin2,N
267,naga,N
268,3(disz),NU
268,ku6,N
268,3(disz),NU
268,sa,N
268,szum2,N
269,la-ma-mu,NE
270,5(disz),NU
270,sila3,N
270,kasz,N
270,saga,V
270,3(disz),NU
270,sila3,N
270,ninda,N
271,2(disz),NU
271,gin2,N
271,i3,N
271,2(disz),NU
271,gin2,N
271,naga,N
272,1(disz),NU
272,ku6,N
272,1(disz),NU
272,sa,N
272,szum2,N
273,{d}utu-mu,NE
274,u4,N
274,4(disz)-kam,NU
275,iti,N
275,e2-iti-6(disz),NE
276,mu,N
276,hu-uh2,NE
277,2(u),NU
277,1(disz),NU
277,{uruda}ha-bu3-da,N
278,ki-la2-bi,N
278,1(u),NU
278,3(disz),NU
278,5/6(disz),NU
278,ma-na,N
278,1(disz),NU
278,gin2,N
279,kin,N
279,til-la,V
280,ki,N
280,da-da-ga-ta,NE
281,ensi2-ke4,N
281,in-la2,V
282,iti,N
282,szu-numun,NE
283,mu,N
283,us2-sa,V
283,ki-masz{ki},NE
283,ba-hul,V
283,mu,N
283,us2-sa-bi,V
284,5(disz),NU
284,sila3,N
284,kasz,N
284,5(disz),NU
284,sila3,N
284,...,O
285,1(disz),NU
285,i3-gesz,N
285,id-gur2,N
286,a-hu-a-ga,NE
286,sukkal,N
287,5(disz),NU
287,sila3,N
287,kasz,N
287,5(disz),NU
287,sila3,N
287,ninda,N
288,1(disz),NU
288,i3-gesz,N
288,id-gur2,N
289,gu3-de2-a,NE
289,sukkal,N
289,diri,V
289,dam-gar3,N
289,sa-gaz-ak-sze3,NE
289,gen-na,V
290,5(disz),NU
290,sila3,N
290,kasz,N
290,5(disz),NU
290,sila3,N
290,ninda,N
291,1(disz),NU
291,i3-gesz,N
291,id-gur2,N
292,ba-lu5,N
292,sukkal,N
293,KA,N
293,inim-ma-ta,N
293,KA-a-sze3,NE
293,gen-na,V
294,an-sza-an{ki}-ta,NE
294,u3,CNJ
294,nibru{ki}-ta,NE
294,gen-na,V
295,iti,N
295,szu-numun,NE
296,1(u),NU
296,3(disz),NU
296,szah2,N
296,ama-gan,N
297,1(gesz2),NU
297,1(u),NU
297,6(disz),NU
297,szah2-nita2,N
298,3(u),NU
298,9(disz),NU
298,szah2-NE-tur,N
299,1(disz),NU
299,szah2-NE-tur,N
299,diri,V
300,mu,N
300,szu-kab-ta-sze3,NE
301,kiszib3,N
301,ba-sa6-ga,NE
301,dub-sar,N
302,zi-ga-am3,V
303,szunigin,N
303,2(gesz2),NU
303,9(disz),NU
303,szah2,N
303,hi-a,V
304,zi-ga-am3,V
305,nig2-ka9-ak,N
306,szah2,N
306,nig2-gur11,N
306,sze-le2-pu-tum,NE
306,dumu-munus,N
306,lugal,N
307,nu-hi-dingir,NE
307,sipa,N
307,szah2,N
308,ugula,N
308,ba-a-ga,NE
308,kuruszda,N
309,mu,N
309,{d}szu-{d}suen,NE
309,lugal,N
309,uri5{ki}-ma-ke4,NE
309,ma-da,N
309,za-ab-sza-li{ki},NE
309,mu-hul,V
310,2(disz),NU
310,kasz,N
310,saga,V
310,2(disz),NU
310,zi3-gu,N
311,1/2(disz),NU
311,sila3,N
311,i3,N
311,1(disz),NU
311,udu,N
312,alan,N
312,szu-{d}suen-ka,NE
312,NE-du8-hu-li2{ki}-sze3,NE
312,gen-na,V
313,2(disz),NU
313,sila3,N
313,kasz,N
313,2(disz),NU
313,sila3,N
313,ninda,N
314,2(disz),NU
314,gin2,N
314,i3,N
315,u-bar,NE
315,alan-da,N
315,gen-na,V
316,2(disz),NU
316,sila3,N
316,kasz,N
316,2(disz),NU
316,sila3,N
316,ninda,N
317,2(disz),NU
317,gin2,N
317,i3,N
318,ba-ba,NE
318,lu2,N
318,kas4,N
319,2(disz),NU
319,sila3,N
319,kasz,N
319,2(disz),NU
319,sila3,N
319,ninda,N
320,2(disz),NU
320,gin2,N
320,i3,N
320,2(disz),NU
320,gin2,N
320,i3-udu,N
321,u-bar,NE
321,lu2,N
321,{gesz}tukul-gu-la,N
322,2(disz),NU
322,sila3,N
322,kasz,N
322,2(disz),NU
322,sila3,N
322,ninda,N
323,2(disz),NU
323,gin2,N
323,i3,N
324,aga3-us2,N
324,lugal,N
324,ki,N
324,ba-zi-sze3,NE
324,gen-na,V
325,2(disz),NU
325,sila3,N
325,kasz,N
325,2(disz),NU
325,sila3,N
325,ninda,N
326,2(disz),NU
326,gin2,N
326,i3,N
327,puzur4-esz-dar,NE
327,a-zi-ga-sze3,N
327,gen-na,V
328,2(disz),NU
328,sila3,N
328,kasz,N
328,2(disz),NU
328,sila3,N
328,ninda,N
329,2(disz),NU
329,gin2,N
329,i3,N
330,kal-la,NE
330,gurdub-sze3,N
330,gen-na,V
331,zi-ga,V
331,u4,N
331,1(u)-kam,NU
332,iti,N
332,diri,N
332,sze-sag11-ku5,NE
333,1(disz),NU
333,sila3,N
333,tu7,N
333,1(disz),NU
333,ku6#,N
334,puzur4#-{d}iszkur,NE
334,lu2,N
334,kin-gi4-a,N
334,lugal,N
335,u4,N
335,|BAD3.AN|{ki}-ta,NE
336,ki,N
336,lugal-sze3,N
336,ba-gen-na-a,V
337,1(disz),NU
337,sila3,N
337,tu7,N
337,1(disz),NU
337,ku6,N
338,szu-{d}suen,NE
338,lu2,N
338,kin-gi4-a-lugal,N
339,u4,N
339,erin2,N
339,zah3,V
339,ARAD2,N
339,e2-gal,N
339,dab5-ba-de3,V
339,im-gen-na-a,V
340,zi-ga,V
341,iti,N
341,ezem-{d}szul-gi,NE
342,mu,N
342,hu-uh2-nu-ri{ki},NE
342,ba-hul,V
343,u4,N
343,2(u),NU
343,7(disz)-kam,NU
344,8(asz),NU
344,...,O
344,gur,N
345,masz2,N
345,igi,N
345,...,O
345,si,O
345,gal,V
345,...,O
346,ki,N
346,ur-x-...,NE
347,nigar{gar}-ki-du10,NE
347,dumu,N
347,ugula-gesz2-da,NE
348,szu,N
348,ba-ti,V
349,ezem,N
349,nesag-sze3,N
350,ag2-e-dam,V
351,mu,N
351,ma2-dara3-abzu,NE
351,{d}en-ki,NE
351,ba-ab-du8,V
352,nigar{gar}-ki-du10,NE
353,sipa,N
353,gu4,N
353,niga,V
354,dumu,N
354,lugal-sa6-ga,NE
355,1(disz),NU
355,udu,N
355,niga,V
356,2(disz),NU
356,udu,N
357,1(disz),NU
357,sila4,N
358,ba-usz2,V
358,u4,N
358,3(disz)-kam,NU
359,ki,N
359,na-lu5-ta,NE
360,{d}szul-gi-iri-mu,NE
361,szu,N
361,ba-ti,V
362,iti,N
362,sze-sag11-ku5,NE
363,4(disz),NU
364,1(asz),NU
364,3(barig),N
364,sze,N
364,gur,N
364,lugal,N
365,ur-{d}utu,NE
365,dumu,N
365,ga-du-sza-na-um,NE
366,1(asz),NU
366,ur-{d}gilgamesx(|BIL3.GA.MES|),NE
367,4(disz),NU
367,ur-{d}lam-sag,NE
368,bahar3-me,N
369,4(disz),NU
369,nig2-u2-rum,NE
369,a-ri-a,N
369,lu2-{d}szara2,NE
369,dumu,N
369,lu2-{d}utu,NE
370,4(disz),NU
370,szu-zu,NE
371,4(disz),NU
371,giri3-ni,NE
372,ad-kup4-me,N
373,1(asz),NU
373,me-pa-e3,NE
373,du3-a:ku5,N
374,1(asz),NU
374,lugal-iti-da,NE
374,aszgab,N
375,sze-ba,N
375,za3-mu-ka,N
376,{d}isztaran,NE
377,1(asz),NU
377,ur-{d}utu,NE
377,dumu,N
377,nig2-du7,NE
378,2(asz),NU
378,2(barig),N
378,3(ban2),N
378,ur-{d}li9-si4-na,NE
379,1(barig),N
379,ur-{d}utu,NE
379,ad-kup4,N
380,1(barig),N
380,ur-e2-gu-la,NE
381,szunigin,N
381,1(u),NU
381,3(asz),NU
381,3(barig),N
381,3(ban2),N
381,sze,N
381,gur,N
381,lugal,N
382,zi-ga,V
383,iti,N
383,{d}dumu-zi,NE
384,pisan-dub-ba,N
385,gurum2,N
385,ak,V
386,szu-ku6,N
386,x,N
386,muszen-du3,N
387,u3,CNJ
387,nam-x-ni,N
388,i3-gal2,V
389,mu,N
389,ki-masz{ki},NE
390,5(disz),NU
390,gurusz,N
390,a-ra2,N
390,2(disz)-kam,NU
391,3(disz),NU
391,gurusz,N
391,a-ra2,N
391,3(disz)-kam,NU
392,ki,N
392,in-sa6-sa6-ta,NE
393,kiszib3,N
393,igi-dar,NE
394,mu,N
394,us2-sa,V
394,si-mu-ru-um{ki},NE
394,lu-lu-bu,NE
394,a-ra,N
394,1(u),NU
394,la2,V
394,1(disz@t)-kam,NU
394,ba-hul,V
395,5(disz),NU
395,gurusz,N
396,i7,N
396,gir2-su{ki},NE
397,x,O
397,x,O
397,la,O
398,a-ra2,N
398,x-kam,NU
399,5(disz),NU
399,gurusz,N
399,u4,N
399,1(disz)-sze3,NU
400,kab2-ku5,N
400,i7-sal4-la{ki},NE
400,sahar,N
400,si-ga,V
401,ugula,N
401,ab-ba-gi-na,NE
402,giri3,N
402,a-szi-an,NE
403,kiszib3,N
403,lugal-e2-mah-e,NE
404,iti,N
404,{d}li9-si4,NE
405,mu,N
405,en,N
405,x,O
405,x,O
405,ba-hun,V
406,lugal-e2-mah-e,NE
407,dub-sar,N
408,dumu,N
408,lugal-ku3-ga-ni,NE
409,1(asz),NU
409,dug,N
409,kasz,N
409,saga,V
410,{d}szakkan2-an-dul3,NE
411,2(disz),NU
411,dug,N
411,saga,V
411,AN-gu2-gu2-mu,NE
412,1(asz),NU
412,dug,N
412,saga,V
412,1(disz),NU
412,dug,N
412,du,V
413,ur-ab-ba,NE
414,2(asz),NU
414,saga,V
414,ha-la,NE
415,2(asz),NU
415,saga,V
415,a-lu5-lu5,NE
416,1(asz),NU
416,saga,V
416,ur-{d}lamma,NE
417,2(asz),NU
417,saga,V
417,ur-{d}asznan,NE
418,3(asz),NU
418,saga,V
418,ur-ab-ba-saga,NE
419,1(asz),NU
419,saga,V
419,2(asz),NU
419,du,V
419,ur-{d}en-ki,NE
420,2(asz),NU
420,saga,V
420,lu2-kal-la,NE
421,1(asz),NU
421,saga,V
421,2(asz),NU
421,du,V
421,ur-e2-mah,NE
422,1(asz),NU
422,saga,V
422,lugal-ma2-gur8-re,NE
423,1(asz),NU
423,saga,V
423,a-al-ni,NE
424,2(asz),NU
424,dug,N
424,kasz,N
424,du,V
425,lugal-ezem,NE
426,3(asz),NU
426,du,V
426,lugal-{gesz}gigir-re,NE
427,2(asz),NU
427,du,V
427,lugal-iti-da,NE
428,4(asz),NU
428,du,V
428,sza3-ad-da,NE
429,3(asz),NU
429,du,V
429,lugal-kisal,NE
430,4(asz),NU
430,du,V
430,da-da-a,NE
431,1(asz),NU
431,du,V
431,igi-gir2-ni-mu,NE
432,2(asz),NU
432,du,V
432,lugal-bad3,NE
433,1(asz),NU
433,saga,V
433,1(asz),NU
433,du,V
433,inim-{d}szara2,NE
434,5(ban2),N
434,e2-muhaldim,N
435,szunigin,N
435,1(asz),NU
435,1(barig),N
435,4(ban2),N
435,kasz,N
435,saga,V
435,gur,N
436,szunigin,N
436,1(asz),NU
436,3(barig),N
436,5(ban2),N
436,kasz,N
436,du,V
436,gur,N
437,zi-ga,V
437,u4,N
437,1(disz)-kam,NU
438,mu,N
438,sza-asz-szu2-ru-um{ki},NE
438,ba-hul,V
439,1(u),NU
439,sze,N
439,gur,N
439,lugal,N
440,lugal-e2-mah-e,NE
441,1(u),NU
441,sze,N
441,gur,N
442,lugal-si-NE-e,NE
443,1(u),NU
443,gur,N
444,ur-{gesz}gigir,NE
445,sze,N
445,i3-szah2-ka-sze3,N
446,szu,N
446,ba-ti-esz2,V
447,iti,N
447,sze-sag-ku5,NE
448,mu,N
448,si-mu-ru-um{ki},NE
448,ba-hul,V
449,5(disz),NU
449,gurusz,N
449,u4,N
449,8(disz)-sze3,NU
450,mar-sa,N
450,gub-ba,V
451,ki,N
451,lugal-nig2-lagar-e-ta,NE
452,szesz-kal-la,NE
452,i3-dab5,V
453,iti,N
453,{d}dumu-zi,NE
454,mu,N
454,us2-sa,V
454,an-sza-an{ki},NE
454,ba-hul,V
455,ur-{d}li9-si4,NE
456,ensi2,N
457,umma{ki},NE
