ID,FORM,XPOSTAG
46,szi-szi-il{ki},NE
46,ur2-sza-an{ki},NE
47,usz-bar-{d}dumu-zi,NE
48,na-a-a,NE
48,dam-gar3,N
49,dumu,N
49,lugal-uszur2,NE
49,x-x,O
50,ki,N
50,an-ne2-ba-ab-du7,NE
51,3(disz),NU
51,al-la-gu,NE
52,ugula,N
52,ur-{d}asznan,NE
53,lugal,N
53,asz2-nun{ki},NE
53,nibru{ki}-x,NE
54,szusz3-i3-li2,NE
54,engar,N
55,mu,N
55,{d}szu-{d}suen,NE
55,lugal,N
55,uri5{ki}-ma-ke4,NE
55,na-ru2-a-mah,N
55,x-usz,NE
55,x-x-a-bi,NE
55,mu-ne-du3,V
56,2(barig),N
56,3(ban2),N
56,lu2-szuba-zi,NE
57,ki,N
57,szu-e-li-ga,NE
58,ki,N
58,MUNUS-hu-ba,NE
59,hu-ul-li-bar,NE
60,{d}nin-mar{ki}-a2-dah,NE
60,szu,N
60,ba-ti,V
61,1(barig),N
61,sze-ba,N
61,ur-bil3,NE
62,ARAD2-aga,NE
63,{d}szara2-a2-mah,NE
64,{gesz}gigir,N
64,u4,N
64,7(disz),NU
65,{kusz}du10-gan,N
65,ti-bala-a-sze3,N
66,la2-ia3,N
66,1(disz),NU
66,nin-lah5,NE
66,dumu,N
66,wa-bar,NE
67,2(disz),NU
67,{d}x-du3-e3-kin-ga2,NE
67,dumu,N
67,{d}nin-gir2-su-x-ur5-bi-x,NE
68,iti,N
68,sze-sag-ku5-ta,NE
69,ki,N
69,ur-u3-ta,NE
70,iti,N
70,ezem-{d}szul-gi,NE
71,ur-zabala4{ki},NE
72,8(disz),NU
72,sila3,N
72,2(disz),NU
72,gin2,N
72,i-di3-a,NE
73,2(asz),NU
73,saga,V
73,u4-{d}iszkur,NE
74,ur-{d}si-na,NE
75,mu,N
75,us2-sa,V
75,ur-bi-lum{ki},NE
75,ba-hul,V
76,6(disz),NU
76,1/2(disz),NU
76,sar,N
76,kin,N
76,sahar,N
76,e,N
76,sa-dur2-ra,N
76,a-sza3,N
76,nin-hi-li-su3,NE
77,kiszib3-bi,N
77,2(disz)-am3,NU
77,kiszib3,N
77,da-EZEN-EZEN-ISZ,NE
78,giri3,N
78,ur-li-li,NE
79,|PU3.SZA|-ra-bi2,NE
79,dam-gar3,N
80,1(disz),NU
80,...,O
80,e2,N
80,{d}...,NE
81,1(ban2),N
81,5(disz),NU
81,sila3,N
81,al-la-ha-ru,N
81,ku3-bi,N
81,2/3(disz),NU
81,gin2,N
81,1(u),NU
81,5(disz),NU
81,sze,N
82,dumu,N
82,ur-ma-na,NE
83,9(bur3),N
83,2(esze3),N
83,1(iku),N
83,GAN2,N
83,a-sza3,NE
84,szunigin,N
84,2(ban2),N
84,5(disz),NU
84,sila3,N
84,ninda,N
84,szunigin,N
84,4(disz),NU
84,gin2,N
84,i3,N
85,4(disz),NU
85,ur-er3,NE
86,e2-ki-du10-ga,NE
87,hu-nu-hu,NE
88,ma-ni-{d}iszkur,NE
89,ki,N
89,i3-kal-la,NE
90,gu4,N
90,nimgir-ni-mu,NE
91,ki,N
91,{d}nanna-igi-du8-a-asz,NE
92,2(barig),N
92,3(ban2),N
92,gazi,N
92,ad-da-ha-ma-ti,NE
93,lugal,N
93,e2-te-na,NE
93,gar-sza-na{ki}-ka,NE
94,1(ban2),N
94,2(disz),NU
94,gin2,N
94,{d}szul-gi-tu-ri,NE
95,lu2-ga2-nun-na-ke4-ne,NE
95,ensi2,N
96,{d}EZEN-masz,NE
97,la2-ia3,N
97,1(disz),NU
97,{d}suen-na-gi4-id,NE
97,dumu,N
97,a-DUB-am3,NE
98,lugal,N
98,lu-lu-bu-um{ki},NE
98,si-ri,NE
99,nig2-dab5,N
99,gesz-kin-ti,N
99,ki,N
99,a-bu-ni,NE
100,A2-ma-ru,NE
101,2(barig),N
101,lugal-gesz-bur2,NE
102,1(asz),NU
102,saga,V
102,nin-mu-si-i3-sa2,NE
103,mu,N
103,us2-sa,V
103,mu,N
103,si-mu-ru-um,NE
103,lu-lu-bu{ki},NE
103,a-ra2,N
103,1(u),NU
103,la2,V
103,1(disz)-kam,NU
103,ba-hul,V
104,ki,N
104,lugal-amar,NE
105,ni-na-wi-ir,NE
105,engar,N
106,kiszib3-bi,N
106,2(disz),NU
106,kiszib3,N
106,{d}szul-gi-iri-mu,NE
107,1(disz),NU
107,tug2,N
107,la-a-mu,NE
107,iszib,N
108,1(disz),NU
108,tug2,N
108,i3-lam-ma-a,NE
108,iszib,N
109,ugula,N
109,tah-sza-a-tal,NE
109,szusz3,N
110,ki,N
110,ninda2-gi,NE
111,giri3,N
111,nimgir-sza3-kusz2-x,NE
111,szar2-ra-ab-du,N
112,ur-sa6-sag10,NE
112,dumu,N
112,szu-{d}x,NE
113,lu2-{d}szen-x,NE
113,szu,N
113,ba-ti,V
114,za-ri-ig,NE
114,i3-dab5,V
115,e2-duru5,N
115,a-za-ru-um-a-ur2-ra{ki},NE
116,ki,N
116,a-ab-ba-kal-la,NE
117,i3-li2-{d}da-gan,NE
117,i3-dab5,V
118,2(gesz2),NU
118,5(u),NU
118,2(disz),NU
118,udu,N
119,ki,N
119,lugal-a-mu,NE
120,si-da-ra-a-ti,NE
121,6(disz),NU
121,masz2-gal,N
122,ki,N
122,iri-sza3-bi,NE
123,igi,N
123,ur-bar-da-ni,NE
124,dub-sar3,N
124,dumu,N
124,er3-re-la-da,NE
124,szusz3,N
125,a-gibil4-le,NE
126,dumu,N
126,ku3-{d}iszkur,NE
127,3(disz),NU
127,lugal-igi-babbar,NE
128,kiszib3,N
128,nin-lu,NE
129,a2-gal2-nu-tuku,NE
130,ur-{d}esz5-pesz,NE
131,a-sza3,N
131,ur-masz2-lu2,NE
132,1(disz),NU
132,e2-a-masz-zu,NE
133,lugal-nidba-e,NE
134,ta2-din-{d}inanna,NE
134,x-x,O
135,ki,N
135,igi-bar-lu2-ti,NE
136,...,O
136,giri3-se3-ga,N
136,{d}szul-gi-ra-me,NE
137,mu,N
137,ugnim{ki},NE
137,ba-hul,V
138,la2-ia3,N
138,ka-ga,N
138,gi-na,N
138,szu-ga-lam,NE
138,su-su-dam,V
139,mu,N
139,us2-sa,V
139,ki-es3-sa2,NE
139,ba-hul,V
140,dumu,N
140,e-lum-a-la-an,NE
141,giri3,N
141,ab-ba-ki-ag2,NE
142,|PU3.SZA|-pa-e3,NE
143,ugula,N
143,lugal-igi-sa6-sa6,NE
144,ki,N
144,ba-da-mu,NE
145,kiszib3,N
145,ku-ti,NE
145,aszgab,N
146,kiszib3,N
146,szesz-lu2,NE
147,giri3,N
147,lu2-gi-na,NE
148,6(disz),NU
148,1/2(disz),NU
148,sar,N
148,kin,N
148,sahar,N
148,e,N
148,sa-dur2-ra,N
148,a-sza3,N
148,lugal-nam-iri-na,NE
149,{d}nanna-he2-gal2,NE
149,elam,NE
150,2(barig),N
150,3(ban2),N
150,a-mun-ki,NE
151,ugula,N
151,er3-re-sum,NE
152,7(disz),NU
152,sar,N
152,kab2-ku5,N
152,e2-{d}inanna,NE
153,li-bur-{d}szul-gi,NE
154,2(barig),N
154,3(ban2),N
154,ba-li,NE
155,ki,N
155,lugal-am-gal,NE
156,a-sza3,N
156,me-gi-il-tum,NE
157,1(asz),NU
157,2(ban2),N
157,ARAD2-hul3-la-a,NE
158,ur-{d}pirig3-an-dul3,NE
158,szabra,N
159,u4,N
159,1(u),NU
159,x-kam,NU
160,giri3,N
160,MASZ,NE
161,i-sa6-ga,NE
161,uru4-sze3,V
161,gen-na,V
162,ugu2,N
162,lu2-{gesz}tukul,NE
162,ba-a-gar,V
163,a-sza3,N
163,{d}nin-gir2-su-a2-zi-da,NE
164,dumu,N
164,a2-da-mu,NE
165,za-la,NE
165,dam-gar3,N
166,2(asz),NU
166,geme2-{d}nin-GAN2-la2-ka,NE
167,2(disz),NU
167,udu,N
167,niga,V
167,ki-a-nag,N
167,ur-en-nun-na,NE
167,lukur,N
167,lugal,N
168,4(disz),NU
168,udu,N
168,niga,V
168,1(disz),NU
168,sila4,N
168,ur-ki-kam,NE
168,nu-banda3,N
169,...,N
169,PA,N
169,nin-su-x,NE
170,dumu,N
170,giri3-ni(MUG),NE
170,ba-usz2,V
171,kab2-ku5,N
171,lugal-e-gar,NE
172,6(disz),NU
172,1/2(disz),NU
172,sar,N
172,kin,N
172,sahar,N
172,e,N
172,sa-dur2-ra,N
172,a-sza3,N
172,{u2}kiszi17-su-nu,NE
173,1(disz),NU
173,masz2-gal,N
173,niga,V
173,szimaszgi2,N
174,ki,N
174,ur-{d}gesz-bar-e3,NE
175,2(disz),NU
175,{gi}kaskal,N
175,nig2-ar3-ra,N
175,sullimx,N
176,la2-ia3,N
176,ka-ga,N
176,gi-na,N
176,geme2-{d}nin-tur-da,NE
176,su-su-dam,V
177,2(disz),NU
177,sila4,N
177,zabar-dab5,N
178,giri3,N
178,gi-ne-za-gi,NE
179,i3-dub,N
179,a-sza3,N
179,GAN2-{d}utu-mu,NE
180,kiszib3,N
180,ab-ba-gu-la,NE
180,ugula,N
180,ma2-lah5,N
181,i-za,NE
182,u3,CNJ
182,tu-ab2-sza3-a,NE
183,ra-ab-hu-ti-iz,NE
184,2(barig),N
184,3(ban2),N
184,u3-ku-za-at,NE
185,ki,N
185,ur-{d}nin-ma-da,NE
186,1(disz),NU
186,sila4,N
186,{d}bil3-ga-mes{ki},NE
186,sukkal,N
187,e2-duru5,N
187,{d}sukkal-uri5{ki},NE
188,sa2-du11,N
188,{d}na-an-na,NE
189,i3-x-...,NE
190,a-KU-da,NE
191,...,O
191,3(ban2),N
191,zi3,N
191,gur,N
192,lugal-u4-da,NE
192,dumu,N
192,lugal-u4-da-u2,NE
193,6(disz),NU
193,1/2(disz),NU
193,sar,N
193,kin,N
193,sahar,N
193,e,N
193,sa-dur2-ra,N
193,a-sza3,N
193,du6-ge6,NE
194,i3-ba,N
194,i-szar-ru-um,NE
195,2(disz),NU
195,kasz,N
195,saga,V
195,2(disz),NU
195,zi3-gu,N
196,{d}ul-ma-szi-tum,NE
196,...,O
197,2(barig),N
197,3(ban2),N
197,ze2-lu-lu,NE
198,lu2-ki-nu-nir,NE
198,i3-dab5,V
199,siskur2,N
199,sza3-bala,V
199,sza3,N
199,gesz,N
200,...,O
200,3(ban2),N
200,giri3-se3-ga,N
200,{d}gu-la,NE
201,x,O
201,x,O
201,dumu,N
201,x,O
202,szi-ig-sza-bi{ki},NE
202,u3,CNJ
202,nibru{ki}-ta,NE
202,gen-na,V
203,2(asz),NU
203,1(barig),N
203,3(ban2),N
203,sze,N
203,gur,N
203,ki,N
203,ama-tu-i3-na-kal,NE
204,ki,N
204,lugal-pa3-da,NE
205,dumu,N
205,|PU3.SZA|-ha-li2,NE
206,ki,N
206,mi-la-ba,NE
207,ki,N
207,{d}isz-bi-er3-ra-ri-im-{d}en-lil2,NE
208,ugula,N
208,nin-en-sa6,NE
209,giri3,N
209,ur-gu2-la2,NE
210,ba-ra-sa10,V
210,...,O
210,ur-li-kam,NE
211,mu,N
211,lugal-x-la2,NE
211,{d}inanna,NE
211,ba-hun,V
212,ki,N
212,im-ti-nin10,NE
213,ur-us2,NE
213,elam,NE
214,1(asz),NU
214,4(barig),N
214,1(ban2),N
214,sze,N
214,gur,N
214,ugu2,N
214,iri-szesz-su2,NE
214,ba-a-gar,V
215,sza3,N
215,pisan,N
215,bi2-la-la,NE
215,ensi2-ka,N
216,nin9-nin,NE
217,nig2-lagar(BA),NE
217,ensi2-ka,N
218,nig2-dab5,N
218,aga3,N
218,lugal,N
218,ki,N
218,lu2-x-da,NE
219,gesz-i3-bi,N
219,4(barig),N
219,3(ban2),N
220,mu,N
220,sal-la-NE-wi{ki},NE
220,ba-hul,V
221,a-sza3,N
221,e2-e-dar-a,NE
222,mu,N
222,e2,N
222,{d}nin-tu,NE
222,ba-du3,V
223,a-pirig-am3,NE
224,giri3,N
224,geme2-ki-duru5,NE
225,mu,N
225,MUNUS-x,NE
226,ab,N
226,har-dul,NE
227,1(disz),NU
227,gin2,N
227,ku3-babbar,N
227,ad-gu2-e3,NE
228,lugal-gilgamesx(|BIL3.GA.MES|),NE
229,x,O
229,u-bar-dingir,NE
230,szesz,N
230,ur-du6-ma-al,NE
231,ki,N
231,ur-{d}ma-...,NE
232,3(disz),NU
232,ur-gesz:dar-du3,NE
233,giri3,N
233,i-di3-x-x,NE
234,ab-ba-AN,NE
235,a-sza3,N
235,ur-sag-pa-e3,NE
236,dumu,N
236,{d}nin-szubur-x-x,NE
237,ugula,N
237,sza3-ba-na-sig,NE
238,geme2-SZIM,NE
238,dumu,N
238,geme2-{d}nansze,NE
239,la2-ia3,N
239,su-ga,V
239,di-ta-nu-sar,NE
240,...,O
240,5(asz),NU
240,5(disz),NU
240,sila3,N
240,sze-ba,N
240,gesz-gi-tur-tur,NE
241,5(disz),NU
241,sila3,N
241,2(disz),NU
241,gin2,N
241,en-dim2-IGI,NE
241,en-du,NE
241,ra2-gaba-da,N
241,du,V
242,kiszib3,N
242,a-gu-gu,NE
243,n,NU
243,n(barig),N
243,1(ban2),N
243,gur,N
243,ki,N
243,a-ab-ba-mu,NE
244,tur-ki,NE
245,1(asz),NU
245,gur,N
245,kiszib3,N
245,ba-na-ha,NE
246,kiszib3,N
246,ig-gu-u2,NE
247,mu,N
247,ug3-sa6-ga{ki},NE
247,ba-hul,V
248,5(gesz2),NU
248,8(disz),NU
248,u8,N
249,2(barig),N
249,3(ban2),N
249,zi3,N
250,1(disz),NU
250,{d}utu-x-ne-sag,NE
251,ki,N
251,bu-sza-num2,NE
251,dumu,N
251,bu-za-nu-um,NE
252,dumu,N
252,a-ba-{d}nin-gal-gin7,NE
253,1(u),NU
253,5(asz),NU
253,giri3,N
253,ur-{d}da-mu,NE
254,kiszib3,N
254,ur-{d}pa4-mu-DU,NE
255,ki,N
255,lugal-tur,NE
256,kin-gi4-a-asz,NE
256,dumu,N
256,ur-ur,NE
257,KA-gu-da,NE
258,1(disz),NU
258,udu,N
258,niga,V
258,4(disz)-kam,NU
258,us2,V
258,{d}kal-kal,NE
259,2(asz),NU
259,ga-du-x-...,NE
260,{d}amar-{d}suen-{d}asznan-gin7-zi-sza3-gal2-kalam-ma,NE
261,lugal-si-sa2,NE
262,nu-banda3-gu4,N
262,na-ba-lu5-zu,NE
263,kiszib3,N
263,a-kal-la,NE
263,aszgab,N
264,dumu-ni-me,N
265,dumu,N
265,a-ha-am-ar-si,NE
266,1(u),NU
266,2(disz),NU
266,2/3(disz),NU
266,sar,N
266,kab2-ku5,N
266,lugal-us2-sa-ki,NE
267,ki,N
267,lu2-{d}tiszpak,NE
268,nin-lu2-sa6-sa6,NE
269,dumu,N
269,sza3-ba-sag10,NE
269,szusz3,N
270,en-hi-li,NE
271,lugal,N
271,e2-GIR3-ka,NE
271,hul-ti{ki},NE
272,{d}lugal-KA-sahar{ki},NE
272,u3,CNJ
272,nibru{ki}-ta,NE
272,gen-na,V
273,mu,N
273,kal-gesz,NE
274,dingir-nin-inim-gi-na,NE
274,i3-dab5,V
275,lugal-tur-tur,NE
276,i3-dub,N
276,a-sza3,N
276,hi-{d}inanna,NE
277,1(asz),NU
277,1(barig),N
277,a-bu-ni-ka,NE
278,ki,N
278,szi-ma-at-e2-kur,NE
279,dumu,N
279,u2-na-ap-sze-en,NE
280,dub-sar3,N
280,dumu,N
280,ama-gal-{d}gesztin-an-na,NE
280,szusz3,N
281,gaba-ri,N
281,kiszib3-ba,N
282,ki-a-nag,N
282,{d}utu-bi,NE
283,a-li,NE
283,dam-gar3-ra,N
284,mu,N
284,e2-husz,NE
284,ba-du3,V
285,szu-zu,NE
285,gaba-asz,N
286,ki,N
286,{d}nin-an-sze3-la2,NE
287,ba-ha-ha,NE
287,mar-tu,NE
288,u3-zi-nu-ri,NE
289,lu2-szuruppak{ki},NE
289,dumu,N
289,ab-ba-ni,NE
290,1(disz),NU
290,masz2,N
290,siskur2,N
290,u4-sakar,N
290,sza3,N
290,unu{ki}-ga,NE
291,2(barig),N
291,szuku,N
291,diri,V
291,ma2,N
291,hun-ga2,V
291,lu2-hu-lu-ne,NE
292,a-sza3,N
292,du6-an-na-gu-la,NE
293,ki,N
293,ur-isz-dam,NE
294,lugal-nanga2,NE
295,2(barig),N
295,lugal-kesz3{ki},NE
296,1(asz),NU
296,3(barig),N
296,sze,N
296,gur,N
296,lugal,N
297,inim,N
297,nin9-ku3-zu,NE
298,...,O
298,1(ban2),N
298,dumu,N
298,ur-{d}szara2,NE
299,nin-lu2-ni,NE
299,3(disz),NU
299,nin-mu-ba-an-zi-ge,NE
300,ma-ma-hir-ke4-ne,NE
300,kuruszda,N
301,dumu,N
301,a-ba-ni-se3-ge,NE
302,2(bur3),N
302,2(esze3),N
302,3(iku),N
302,1/2(iku),N
302,GAN2,N
302,i7,N
303,2(asz),NU
303,2(barig),N
303,en-nun-ne2-{d}amar-{d}suen-ki-ag2,NE
304,szuku,N
304,diri,V
304,i7,N
304,esz3,NE
304,4(ban2),N
304,3(disz),NU
304,1/3(disz)-ta,NU
305,2(barig),N
305,3(ban2),N
305,a-mat-i3-li2,NE
306,ur-ul4-du3-a,NE
307,mu,N
307,us2-sa,V
307,ku-mi{ki},NE
307,ba-hul,V
308,kiszib3,N
308,{d}pa-bil3-sag-ka-i3-sa6-ka,NE
308,nu-banda3-gu4,N
309,1(disz),NU
309,udu,N
309,niga,V
309,{d}pa-bil2-sag(KA),NE
310,1(u),NU
310,2(disz),NU
310,gurusz,N
310,u4,N
310,3(disz)-sze3,NU
311,uruda,N
311,ar-ma-tum,N
312,1(disz),NU
312,masz-da3,N
312,ur-{d}a:szar2,NE
313,4(disz),NU
313,szu-e2(SA)-a,NE
314,{d}szul-gi-kalam-ma-me-te-bi(SI),NE
314,dumu,N
314,nu-banda3,N
315,1(bur3),N
315,GAN2,N
315,a-a-ki-da,NE
316,ma-ni-ga-num2,NE
317,nig2-ba,N
317,lugal,N
318,1(asz),NU
318,saga,V
318,e2-hul-a,NE
319,ki,N
319,{d}ba-ba6-ma-a-DU,NE
320,dumu,N
320,ur-{d}gar3-a-u2,NE
321,dumu,N
321,gu-muszen-na,NE
322,i3-dub,N
322,a-sza3,N
322,u2-mun,NE
323,kiszib3,N
323,lu2-{d}gir16-da,NE
324,3(disz),NU
324,be-li2-gu2,NE
325,1(disz),NU
325,udu,N
325,{d}nansze(ZI2),NE
326,2(barig),N
326,3(ban2),N
326,usz-zi,NE
327,ma-an-isz-ti-su{ki},NE
327,ka-us2-sa2,N
328,giri3,N
328,{d}en-lil2-la2-mu-gi,NE
328,gu-za-la2,N
329,ki,N
329,la-gi-ip-ta,NE
330,{d}nin-u3-kul-ki-ag2,NE
331,kiszib3-bi,N
331,2(disz)-am3,NU
331,kiszib3,N
331,a-ba,NE
332,3(disz),NU
332,al-ur3,NE
333,lugal,N
333,umma2{ki},NE
333,ma-al-ku(E),NE
334,ki-gam-ma,NE
335,...,O
335,5(ban2),N
335,ziz2,N
335,ur-tir,NE
336,giri3,N
336,{d}utu-ki-sza-bar,NE
337,engar,N
337,a-na-x,NE
337,dumu,N
337,u4-lam-KU,NE
338,dumu,N
338,nin-ki-ur5-sa6-ga,NE
339,kiszib3,N
339,5(disz),NU
339,i3-zu,NE
340,ki,N
340,hu-da-ti,NE
341,geme2-{d}suen,NE
342,uru-sag-rig7{ki},NE
343,ur-ku3-zu,NE
344,i-di3-{d}er3,NE
344,sipa,N
344,szah2,N
345,lugal-zi-li,NE
346,mu,N
346,en-unu6-gal,NE
346,ba-hun,V
347,8(disz),NU
347,sar,N
347,kin,N
347,u2,N
347,sahar-ba,N
347,kab2-ku5,N
347,gar3-...,NE
348,gu4,N
348,ur-ki-um-ma,NE
349,ki,N
349,{d}nin-lil2-nig2-e3,NE
349,aszgab-ta,N
350,2(asz),NU
350,2(barig),N
350,e2-a-dingir,NE
351,a-sza3,N
351,a-sag-ub3{ki},NE
352,2(barig),N
352,3(ban2),N
352,{d}nanna-dingir-mu,NE
353,lu2-{d}nanna(SZESZ-GIM),NE
354,e2-ki-du10,NE
354,dub-sar,N
354,i3,N
355,kiszib3,N
355,lu2-u2-szim,NE
356,mu,N
356,ma2-dara3-abzu,NE
356,{d}a-a-mu,NE
356,ba-ab-du8,V
357,n,NU
357,udu,N
357,ib-tu-ri,NE
358,{d}szul-gi-sza-am3-szi,NE
359,ur-{d}lu2-lal3-la,NE
360,...,O
360,ur-{d}x,NE
360,nu-banda3,N
361,kiszib3,N
361,bi2-sza-hi-dingir,NE
362,ab-ba-gi-na,NE
362,sa-bu-um{ki}-ma,NE
363,kiszib3,N
363,lu2-nam-tar-ra,NE
364,ki,N
364,ga2-ra-ba,NE
365,5(disz),NU
365,udu,N
365,niga,V
365,gu4-e-us2-sa,N
365,e2-e-ba-ag2,NE
365,lu2,N
365,hu-ur5-ti{ki},NE
366,ki,N
366,an-luh-da,NE
367,usz2,V
367,ur-{d}ba-ba,NE
368,ur-{d}kesz3,NE
369,lu2-DU,NE
369,ka-us2-sa2,N
370,mu,N
370,tu-li2-a,NE
370,ba-hun,V
371,gu4-ku-x,NE
372,...,O
372,2(disz),NU
372,udu,N
372,niga,V
373,PA,N
373,a-li-ah,NE
374,9(bur3),N
374,2(esze3),N
374,1(iku),N
374,GAN2,N
374,a-gug-mu2-da,NE
375,lugal-...-x,NE
376,9(disz),NU
376,1/2(disz),NU
376,gurusz,N
376,gi,N
376,ku5-ra2,V
376,2(u),NU
376,sar-ta,N
377,5(disz),NU
377,sila3,N
377,zi3,N
377,ki-ir-na,NE
378,2(u),NU
378,tug2,N
378,nig2-lam2,N
378,du,V
379,apin,N
379,e2,N
379,{d}szu-{d}suen-sze3,NE
380,3(asz),NU
380,saga,V
380,ur-ab-ba-saga,NE
381,mu,N
381,mu-ri-iq-ti-i3-di3-ni-im,NE
381,ba-hul,V
382,ki,N
382,ku5-da-mu,NE
383,ki,N
383,lugal-ab-ba-x,NE
384,ki,N
384,lu2-kal-la-ta,NE
385,e2-duru5,N
385,ur-li-ta,NE
386,ugula,N
386,maszkim-i3-li2,NE
387,ki,N
387,gir2-gal,NE
388,szuku,N
388,aga3-us2-ta,N
389,mu,N
389,us2-sa,V
389,giri3-gid2-da{ki},NE
389,ba-hul,V
390,szu-da-zu,NE
391,1(barig),N
391,...-musz2-gu-la,NE
392,bar,O
392,...,O
393,ki,N
393,ur-mes-bi,NE
394,szi-e-li2,NE
395,2(asz),NU
395,2(barig),N
395,dingir-er3-ra,NE
396,munus-hub2,NE
397,giri3,N
397,hal-li2-a,NE
397,dub-sar,N
398,{d}dumu-zi-da-nu-me-a,NE
399,giri3,N
399,hu-un-na-zi,NE
400,szuku,N
400,u2-lam-i3-li2,NE
400,u3,CNJ
400,u3-ba-a,NE
400,ul-le-be-lu-ug,NE
401,szuku,N
401,{d}sar-ka3-li2-lugal-ri2,NE
401,szandana,N
402,a-sza3,N
402,gesztin,NE
403,ki,N
403,{d}szul-gi-kal,NE
404,dumu,N
404,lu2-{d}nansze-ki,NE
404,kuruszda,N
405,giri3,N
405,lugal-ubara,NE
406,ugula,N
406,nin-ga2-ne-sag,NE
407,kun-zi-da,N
407,i7,N
407,i7-a2-husz-ba-ne-ba-al,NE
407,gub-ba,V
408,mu,N
408,en,N
408,{d}mi-szar,NE
408,kar-zi-da,NE
408,ba-hun,V
409,iri-ni-sze3-kusz2,NE
409,dumu,N
409,ki-ur5-sa6,NE
410,ur-{d}lamma,NE
410,ensi2,N
410,gir2-su{ki},NE
410,i3-dab5,V
411,ki,N
411,ig-ku-du10-ga,NE
412,igi-ni-da,NE
413,GIN2-bi-tum,NE
414,giri3,N
414,ud-uru,NE
415,x,O
415,ni-mu,NE
416,a-sza3,N
416,igi-e2-amar,NE
417,mu,N
417,us2-sa,V
417,{d}szul-gi-he2-gal2{ki},NE
417,ba-hul,V
418,szunigin,N
418,5(disz),NU
418,sila3,N
418,kasz,N
418,saga,V
419,nin-mu-uszurx(|LAL2.TUG2|)-mu,NE
420,ur-{d}nin-x-x-x,NE
420,x-x,O
421,1(u),NU
421,5(asz),NU
421,giri3,N
421,a-du10-ka,NE
422,ki,N
422,lugal-inim-gi-na,NE
423,ur-{d}sza-u3-sza,NE
424,ki,N
424,lu2-{d}nin-lil2-ha-ti,NE
425,{d}musz-a-gal2,NE
426,ugula,N
426,nig2-sza3-kal,NE
427,1(disz),NU
427,ab-ba-a-num2,NE
428,ur-{gesz}apin-du3,NE
429,1(bur3),N
429,GAN2,N
429,e2-sukkal,NE
430,sa2-du11,N
430,{d}nin-gir2-su2-ka,NE
431,ki,N
431,ba-za-za,NE
432,zu-li-nim-ma,NE
432,sanga,N
433,{d}suen-ba-ni,NE
434,giri3,N
434,e-la-ag-szu-gir,NE
434,lu2,N
434,kin-gi4-a,N
